question,answer,srno
However there is no bar but ordinarily a cheque should not drawn an amount less than ___,Rs. 10/-,325:
If any item in an imprest accounts appears to the recouping officer to be open to objection the imprest should be ___(paid in full/part/withheld),Recouped in full and at the same time amount under objection is noted in cash book regarding awaiting adjustment from impress account number..,326:
Cash book entries for temporary advance given to a subordinate in cheque,One entry similar to cheque drawn for chest and then as usual inner column of payment side.,327:
Major head for Sale of tools and Plant by a Building division,4059(deduct refund) for revenue account 0059,328:
Fine for delay in completion of work is treated as ___(income/reduction of exp),Revenue Receipt(income ),329:
Fine for defective work will be recorded in the Contractor's Ledger under the head ___,Other Transaction,330:
Total previous expenditure on a forest work shall be entered in the remarks column of classified abstract of Revenue and Expenditure if that work spreads over a period of ___,Three months,331:
"Sub head, detailed head or unit of grant and appropriations in respect of forest accounts shall be determined by ___",State Government with the consultation of AG.,332:
How the book transfer entry in the cash book of a forest division is effected by _____(debit/credit/no entry),Debit for income(0406) and credit book transfer with concerned govt.,333:
"If the accounts of subordinate officers don't reach Forest Division officer, the account of the month should be ___",Submitted to AG on scheduled date and accounts of the subordinate will be incorporated in next month's accounts.,334:
"Receipt and recoveries in a forest division creditable to Central Govt, Railways and other provinces shall be shown in the cash on ___side",Debit/Receipt side,335:
"Municipal or other rates and taxes on Govt buildings shall be adjusted in the manner laid down in ___(GFR, R&P, CWPA etc.)",GAR 1990.,336:
"If expenditure in excess of sanctioned estimate that is not within the power of the DO, he should ____",Raise Completion Report/Statement in CPWA 44/45,337:
True/false;A refund of security deposit is made in satisfaction of a court decree shall also be treated as a charged expenditure under Article 112(3).,FALSE,338:
"In works abstract CPWA 33, the Supense Accounts is divided into ___sub accounts (name)","Four (Labour, Contractor, Material and Land Acquisition)",339:
"At the time of returning the unused materials, the price for such material shall be determined by ___",Engineer-in-Charge of work,340:
True/false; A record of the quantities of the materials for which a secured advance is allowed should be kept in MB,FALSE,341:
Ordinarily advance given to contractor shall be adjusted within ___months.,Three months.,342:
Recovery of interest on Mobilisation Advance should be accounted for in ___(dr/cr of major head).,Credit 0049.,343:
PWD initiates a project work after obtaining ___(sanction),Administrative sanction. Having received AS detailed estimates is prepared for technical sanction. Then NIT and financial sanctions accorded and work order etc.,344:
Irrecoverable excess paid to family of deceased Govt servant shall be written off by ____,Special sanction of Government,345:
The DO of a division with whom cheque drawing power is not vested shall maintain cash book in form ___,GAR 3,346:
DA is posted to assist DO in division by ____,Controller General of Accounts.,347:
Ordinarily DA shall not be required to receive or pay out cash but can be entrusted to do so when ___,Monetary transaction are not large either in number or amount.,348:
"Sanction to contract agreement accorded by DO, the tender of which is accepted by authorities higher than DO should be communicated _____ by the authority accepted the tender",PAO,349:
All cases of reappropriation involving savings of Rs. ____for the plan head relating to Min/Deptt as whole would have to be referred to Min. of Fin.,10 lakh or more,350:
The first LoC will cover the extent of ___of the authorised budgetary allocation,1 /6th,351:
Cheque amounting Rs. 10 lakh or more needs two signatory. The second signatory in place of the DA may be nominated by ___,Chief Controller of Accounts.,352:
If a cheque remains unpaid for more than ____from its issue and surrendered for renewal or cancellation it should be cancelled.,Six months,353:
Register of cheques received and adjusted in maintained in form ___,1A,354:
Receipt in Form CPWA 3 or 3A shall be issued by __,DO,355:
True/false; The Govt officer who is not in charge of a cash book is not permitted to receive money on behalf of govt under any condition.,False. Permitted in exceptional cases. When permitted he/she has to hand over the cash to the nearest officer maintaining a cash book or remit to accredited bank with challan.,356:
Labourer should be paid on _____basis.,Periodical/more than once a month,357:
The amount of annual excess in capital division/account representing the difference of value due to revision of rate should be accounted for as ___,Receipt on capital account (minus debit). In case of revenue division it is credited to revenue (0059),358:
Generally an advance to be adjusted within three months which can be extended to four months for advances up to 50000/- by _,DG(Works)/CE,359:
Where govt residences are meant for allotment to a the staff of a single office/Deptt who shall make necessary arrangement for allotment and recovery of license fee __,Concerned Admin Min/Deptt.,360:
"Under the supervision of DO, the entries recorded in each completed MB may be subjected to a percentage check by ___",DA,361:
True/false; Interest received on account of mobilisation advance shall be treated in reduction of expenditure.,False. It is treated as income and credited to 0049.,362:
"On the basis of theoretical calculations, the sub head material should be cleared by debiting the cost of materials to work at the __",Prevailing Issue rate/market rate as the case may be at time of completion.,363:
Carriage charge for issue of material to promised place of delivery for contract on finished rate under agreement shall be debited under the head __of works abstract.,Addl.Charges for material,364:
Charges on account of hiring of tools and Plant charges is shown in contractor bill CPWA 26 in the column ___,8(b),365:
Abstract of Register of Cheque Drawn F.A 2 is submitted to the AG on __,Last day of the month.,366:
Receipt and recoveries deducted from capital outlay is to be recorded in the cash on ____side.,Creditor/payment side.,367:
"If the error affects only receipt or expenditure head on one side, correction to be made by ___",+/- entries pertaining to each affected head on affected side .,368:
As regard the accounts of March the schedule of transactions with other govt and railways should reach the AG not later than ___,7 th April,369:
After the close of forest account recovery/adjustment should be treated as ___,Misc. Revenue,370:
A monthly list of sanctions is received in the O/o AG (AE) from ___,Conservator,371:
"During the scrutiny of monthly compiled accounts, particular attention should be paid to che which have been shown un-cashed for more than ____",Three months,372:
The Work Register Form 15 is maintained in __ parts.,Two parts. Part I- Sanctions to work and Part II- Sanctions to contracts,373:
In PWD administrative approval is taken from ___,Administrative Deptt.,374:
NIT units should be required to be written as __,% square meter,375:
Departmental charges are levied on per ___(ten/hundred etc) basis,Per hundred,376:
Remittance is part of Government account named __,Public Account,377:
Cash book entry for an Imprest granted,In Inner column payment side red ink,378:
Who heads a Circle of PWD ___,SE,379:
The primary responsibility if checking and compiling the accounts of public works/irrigation divisions rests with ___,Clerk/Accountant/Sr. Accountant (AG office),380:
Current month's receipts shown in Stock Accounts Form CPWA 73 is checked with reference to Schedule Docket and Form CPWA __,72,381:
In part I of Work Register Form 15 only those sanctions of works should be recorded where the cost of work is ___,One crore and above,382:
"True/False; If a party pays to the Forest Division by cheque/DD, they should first encashed and then the cash is remitted to treasury at that time an entry in cash book is made.",False. Cheque/DD should be treated as cash and so be taken to cash book at once.,383:
An annual review on the working of Forest Division is required to be sent to ___by ___,"State Govt, 31st Dec",384:
"Transaction between forest and Public work offices of the same audit circle whether originating in forest of PW, accounts should be classified under the head ___",Public Work Remittance,385:
A licensee who is in receipt of a penaion from Govt should be treated as _,A private individual,386:
"In case of vacation of quarter by a govt servant before the last day of the month, the demand for the license fee for the broken period should be made within ___(period)",At once,387:
"By allowing secured advance, the PWD acquired a lien on the material and in such case the charges on watch and ward shall be borne by ___",Contractor,388:
Number of columns in Contractor's ledger,11,389:
Works slips in CPWA 39 should be submitted to ___,SE,390:
Works abstract in CPWA 33 is categorised in ___parts(with names),"Three. Final, Suspense and Contingency",391:
DO should submit a statement giving details of advances made to contractor for work done but not measured to ___,SE,392:
In case of WCE staff attached to Sub Division located away from the Hqrs monthly pay bill may be signed at any time before the month but not earlier than ___,15 th of the month.,393:
Who has the full power to make advance payment to electric supply undertaking under the Indian Electricity Act 1910 for execution of works ___,DO,394:
Liabilities in PWD may be divided into ___classes.,Four,395:
In respect of members of WCE whose travelling allowance is determined by Supplementary Rule TA bills should be prepared in Form __,GAR 14A,396:
Issue of material to work whether from stock or by purchase or otherwise are divided into ___classes(names),Two. Issue to contractor and direct to work.,397:
Subject to fulfillment of certain conditions cash deposits of subordinates may be converted into interest bearing securities at the cost of ___,Depositor,398:
In case of autonomous bodies financed entirely from Govt fund ____(%) of estimated cost of particular work need be got deposited.,33 1 /3 rd,399:
"If no inspection by AO takes place in a year and entries have been made in CPWA 60 during the period, the register or its extract shall be submitted to AO in the month of ___",April,400:
Refund of forest revenue in forest division should be recorded in cash book on ____side.,Debit/Receipt side,401:
An abstract of Contractor's and Disburser's Ledger should be prepared monthly in FA 8 in consecutive order placing ____accounts first.,Contractor's,402:
Correcting entries for FA 7 pertaining to the month of March should reach AG by,12 th April.,403:
"In the month of June 2016, it was revealed than an amount of Rs. 50000/ spent during 2015-16 on building maintenance (2059) was erroneously debited 2216. Rectify the entry.",No rectification is required. For error on service or payment head detected after the accounts of the year is closed no rectification is needed.,404:
Payment for work or supply is made to a contractor/supplier at convenient interval subject to final settlement is called,Running account bill,405:
The charges incurred in respect of manufacturer/workshop operations are accounted for in,Operation account. Outturn accounts for finished goods produced.,406:
"If an officer other than the EE/EO is declared DDO, he may be delegated power to draw cheque with the prior approval of ___",Controller General of Accounts,407:
Action to be taken in cash book when che accepted from private individuals are dishonored by bank.,Written back by minus entry on the both the sides.,408:
Cash book should be signed by the Divisional office on ___,At the end of the month. Dated initial after the last entry of transactions date.,409:
Stock register of cheque books is maintained in Form ___,CAM 1 by Division/PAO,410:
The general administration of all the stores of a division us vested in ___,DO,411:
Four sources from which materials may be received on stock in PWD,"1. Suppliers in India n abroad, 2. SD, other Div, dept 3. Manufacture n 4. Works, buildings",412:
"Out of three copies of Goods Received Sheets 8A, one copy is retained by store keeper and two copies are sent to ___",Sub Division. SD one copy to supplier and one copy to division for posting and payment.,413:
True/false; Form 12A is maintained in Divisional Office and so the SD office shall not maintain it,It should be maintained at SD,414:
"When a completed Bin Card is returned to Division office, it is checked with reference to",Priced Store Ledger,415:
The issue rate of an article should be fixed __(when),In the beginning of the year.,416:
"If issue rate of an article of stock is appreciably less than the market rate, the issue of stock to the contractor whose contract is on finished rate will be made on the rate __",Issue rate itself.,417:
"Who is responsible to recover in cash the value of materials sold to municipalities, local fund and public sale",DO,418:
Amount realised on account of supervision charges in capital division shall be treated as,Receipt on Capital Account (credit 4059),419:
A physical verification of all stores shall be made at least once in a year under the rules prescribed by ___,Head of the Department.,420:
Part I and II of Tools and plant ledger should be posted from the office copies of ___,Tools and plant Received sheets and indents.,421:
Cash refund of license fee realised should be shown in the register __(as+- entry),As - entry in the Register of License Fee of Buildings and Land,422:
When finally completed in all respect all the works abstracts of a month should be examined by __,DO,423:
True/false; Advance payment as well as all recoverable payment made under proper authority to labourer and others on behalf of contractor should be charged to MWA,"False. Shall be charged to suspense head Contractor Secured Advance, Advance Payment and OT as the case be.",424:
"When materials issued direct to work from the division stock, the account to be credited is ___",Stock. Work to be debited,425:
On receipt of the duplicate copy of statement of takavi advance outstanding duly accepted by District and Revenue Authorities accounting shall be followed as (dr/cr of head),Cr Takavi Work Advance Dr. Cultivator under Farmer Loan and Advances.,426:
"Grant given for general purposes to district board, municipalities etc shall be classified under the major head ___",3604,427:
A deposit amounting Rs. 20/- in PWD is unclaimed for more than 9 months shall be it treated as lapsed deposit and if so will be credited to ___,No. Amount not exceeding 25 unclaimed for one complete FY and above that 3 complete FY for treatment as lapsed deposits.,428:
The account of a job may be settled once a year in March or earlier if the job is completed When the total cost on a job during the year is not larger than Rs. __,Rs. 500/-,429:
The transfer entry order may be prepared in __(with disposal of copies),"Triplicate. 1 to PAO, 2 to TEO register and 3 to Supsense Register.",430:
"In Forest Division of a cancelled/lost/time barred cheque is replaced, the entries recorded in the cash be as ___",Cr side amount of cheque cancelled receipt side details of fresh cheque,431:
Earnest money tendered at auction held at outlying stations and received by forest officer shall be accounted for in forest department as ___,Revenue deposit. In treasury account it is treated as Forest Remittance.,432:
Payment for work done other than a lump sum contract in a forest division to be made on the basis __,MB,433:
Transfer of land from one department of govt to another is made on___ rate,No profit no loss,434:
Allotment of land to and recovery of cost of buildings from public sector undertakings shall be at __ value,Market value,435:
Refund of Rs. 10000/ on account lapsed deposit in PWD shall be treated as____(mention head to be affected),Refund of receipt (minus credit 0059),436:
From the Deposit Register a schedule of Deposit CPWA 79 should be prepared for submission to PAO. It consists of ___parts(names of parts),2. Part I- Account giving total of each class of deposit and II- details extract from deposit register.,437:
Monthly accounts CPWA 80 is an abstract of ___,Abstract Book CPWA 81,438:
"The amount of recovery on account of IT, GPF etc. will be shown in Form ___",CPWA 76(credit ),439:
If an error is detected after submission of supplementary account of the year to PAO it should be reported ___for instructions.,Chief Controller of Accounts,440:
Glasspan worth Rs. 75000/- was brought on site by Contractor A. The maximum of secured advance admissible to him __,NIL. Glass pan is not of inperishable nature.,441:
"Classification of Govt Account was changed from April 1974. Prior to this, major head consisted of __digits.",Three digits.,442:
All correction advised by PAO should be corrected in red ink after verification and attested by dated initial of the ___,DA,443:
"If maintenance of supplementary accounts such as proforma accounts is necessary for audit and no form has been prescribed by the CAG, the required form will be determined by _",Chief Controller of Accounts in consultation with CGA,444:
Detailed measurement in case of lump sum is not required but required when _,Addition or alteration carried out.,445:
"When the PWD entrusts to the agency of a District Board or other local bodies, the maintenance of a Govt buildings or roads without transferring the property to the agency, the payment made on this account will be treated as __",Payment to contractor.,446:
The loss of the disposal of surplus material at less than the book value should be debited to __,Concerned Work,447:
Responsible for reconciliation of the figures given in the accounts maintained by the HoD with those appearing in the AO's book ___,HoD and AO jointly.,448:
Percentage charges for Audit and Accounts levied on works done by a CPWD for private parties will be accounted in __(major head),"appear as credits or minus debits in the Schedules of Credits or Debits to Miscellaneous Heads of Account in Form C.P.W.A-76 respectively, according as the amounts are creditable to ‘0070 – Other Administrative Services – Fees for Government Audit’ or “2016 – Audit”",449:
"When a DO holds the immediate charge of a recognized Sub Division in addition to his own duties as EE, in respect of SD he shall be treated as ___",SDO,450:
Minor head means __(function/scheme etc),Programme.,451:
True/False; A Superintending Engineer employed in a special duty shall be regarded as a Direction Officer.,False. Direction and Special officer are opposite(refer definition).,452:
An imprest of Rs. 1000/ was increased to Rs. 1500/ cash book entry for transaction,Red ink entry in the inner part of payment side of cash book.,453:
An advance of Rs. 50000/ received from Div A for supply of store. It will be accounted for __(head),2059(Advance payment for stock) minus debit.,454:
"True/false; Payment for purchase of material for work is based on its entry in Goods Received Sheet, Register of Materials at site and certificate of requisite quality.",False. It is true for materials purchased for store. For work it shall be MB in place of GRS. Rest same.,455:
Completed bin card should be checked with Priced Store Ledger and if any discrepancy it should be pointed out to ___,SDO,456:
"When a public building, land or other property is licensed to a person not in govt service full license fee must be recovered in advance at the rate ___",Assessed License fee.,457:
The Std MB book will not be assigned a number and will not be entered in the Register of Std MB until a certificate of ___ recorded.,DO,458:
Report of verification of unused stores at site of work in case of transfer of the gazetted officer or sub ordinate in direct charge of a work is prepared by ___,SDO. Verification by relieving officer and a report on verification is prepared by SDO and submitted to DO.,459:
In forest division recoveries in cash should be regarded as ___,Revenue Receipt.,460:
Adjustment of overcharge in forest account when account of the pertaining year is open is made as,Deduction from bill by showing net payable amount.,461:
Earnest money pertaining to a forest division is deposited directly to treasury by party should be treated as ___,Revenue Deposit.,462:
Divisional Forest officer is to submit monthly account to AG by ___,5 th of following month.,463:
Refund of unexpended balance of completed deposit work should be shown in schedule as,Minus realisation (not as expenditure),464:
All charges debitable to a loan work should be brought to account as they occur so that interest charges may be correctly calculated and adjusted in __(office),PAO,465:
The license fee of buildings hired for use as residence of Govt servants of any civil non commercial department is chargeable in the accounts of the ___(fund),Public Works,466:
True/false; The head of a special office shall never be allowed to assume an executive charge,False. Executive charge may be given but monetary and stock accounts shall be kept distinct.,467:
"Within ___days of the date on which the accounts of a month are closed in SD office, the TEO form 53 will be sent to DO",Three(3) days,468:
In all cases of doubts the the advice of Chief Controller of Accounts may be sought by DO through __,PAO,469:
The transfer entry relating to ___charges is effected on a single order of the DO in Form 62.,"Percentage of establishment, T&P, Audit and Pensionary charges.",470:
"If against a single sanction disbursing officers of two or more divisions have to operate simultaneously, the orders of ____should be taken",SE or higher authorities,471:
Who is empowered to make payments arising under the Deposit Linked Insurance scheme to Group D employees of a division.,DO. Other than Group D it shall be PAO,472:
The transaction involving payment to be made by DO outside the Div Hqrs should be settled by __,Bank Demand Draft,473:
Action required in respect of cancellation of a cheque before its issue.,Cancellation with dated signature on the counterfoil/record slip and cheque be destroyed.,474:
Expenditure incurred on account of payment made after an award has been made a Rule of the Court but prior to the issue of the decree is desirable to the __,Charged section of the relevant grant,475:
The PAO for a particular Division will be decided by __,Chief Controller of Accounts. For PWD AG will be PAO for all the divisions.,476:
The DA should bring all instances in which subordinate officers exceed the financial limitation imposed on them by their higher authorities to ___,DO,477:
The DA is to inspect periodically the accounts records of SDOs and check a percentage check of the initial account under the orders of ___,DO,478:
True/false; There shall be a single Major Head in the Contingency Fund of India to record all transactions met out of it.,TRUE,479:
Refund of undisbursed amount against temporary advance should be shown in the cash book as __,Cash refund in the inner column of receipt side (red ink),480:
The recovery of all debts due to govt shall be remitted or written off under the orders of ___,Competent Authority,481:
Interest on account of mobilisation advance is calculated for the period __,From the date of payment to date of recovery (both inclusive),482:
In case of an advance payment exceeding Rs. 1 lakh extension beyond three months for adjustment will require previous sanction of ___,Govt. of India,483:
In case of civil works pertaining to _____(road/bridge/canal) advance payment should be made at predetermined level which may be indicated in the sanctioned estimates.,Buildings,484:
"Before signing a bill for payment of contractor Who is see that statutory deduction such as IT, TDS has been made and shown specifically in the memorandum of payment under item by recovery creditable to other heads of account.",SDO,485:
"If any part of a work is pulled down and rebuilt to any serious extent, the extra charged for such act should be debited to__",Sub head concerned. If amount is huge to affect the cost or rate of sub heads then Contingency or a new sub head,486:
"The orders passed by higher authority on the excess reported in CPWA 44/45, it should be noted in ___",Register of Works CPWA 40.,487:
Major head for expenditure on account of building a library ___,4202,488:
Major head for expenditure on account of maintenance of residential buildings ___,2216,489:
The monthly accounts of a Division shall be submitted to PAO by ___,By 8th of the following month.,490:
Receipt and recoveries to be deducted from capital outlay in a Forest Division shall be shown in cash book on ___side.,Credit/Payment side,491:
True/false; Schedules of transactions with Central Government and Railways are to prepared combined and with all state govt separately combined in FA 7.,False. Separately for each govt and separate schedule for receipts and payments.,492:
The Divisional Forest Officer has been authorized a few days' delay in submission of monthly account to AG but has to justify the reason if the monthly account is submitted after ____of the month.,10 th of following month.,493:
Capital invested to a work or project includes __,"Direct charges, indirect charges and all arrears of simple interest.",494:
In pro forma account of irrigation and navigation project Betterment Levy is taken as ___,Reduction of indirect capital expenditure,495:
A productive project or work is said to be so when __,Capable of repaying the annual interest on capital invested within 10 years after probable date of completion of project.,496:
A productive work shall be classified as unproductive,When fails to yield relevant returns in three successive years after productive period.,497:
"When the construction estimate of a project (commercial) is closed, the expenditure on addition, extension or improvement will be charged to capital when amount exceeds ___(other condition)",1000/- (charges should be remunerative in themselves and when not remunerative it is considered necessary for development of project),498:
All estimates which are neither remunerative in themselves or considered necessary for the development of the project shall be charged to ___(capital/revenue/contingency),. Revenue account,499:
Works outlay on water course incurred by PWD and recoverable by a general levy in the lump sum recovery of cost in one or more year shall be shown in ____account (cap/rev etc),As a receipt on capital account,500:
Sale proceeds of Materials received from dismantled structures shall be treated as ____,Reduction of expenditure,501:
In case of doubt who will decide whether any item of tools and plant should be classified as ordinary or special.,Chief Engineer or other competent executive,502:
Departmental charges applicable on all maintenance and minor works of Rs. 1 lakh is ___%( bifurcation),"23 3/4% (est- 22 1/2, t&p- 3/4, audit and pensionary 1/4 each)",503:
Major head for capital outlay on Power Projects is ___,4801,504:
Composite rate of exchange is fixed by ___,Ministry of Finance,505:
A surcharge to cover departmental expenses and marine insurance to the invoiced price is added by __,High Commissioner for India,506:
If the proforma account relates to transactions of two or more divisions the compilation of it is undertaken by __,PAO,507:
The DA is responsible that all corrections advised by PAO are specially brought to the notice of ___,DO,508:
An amount of Rs. 20000/- on PF contribution (8009) was wrongly credited to CGEIS(8011) and error was detected was after 5 complete FY. State whether rectification permissible and if yes then Dr/credit.,"Rectification shall be made. In case of suspense or remittance or debt irrespective of time and amount error to be made good. Dr. 8011, cr 8009",509:
Who raises Memo of Review CPWA 96.,DO,510:
Expenditure on account of repair and restoration of Govt office building as measure of direct relief shall be charged to ___(M/head),2245 (if not the case of direct relief then 2059),511:
Expenditure on famine relief works should be entered in ____(schedule),CPWA 76 (debit ),512:
"Payment on account of GPF advances, IT will be shown in schedule ___(also state dr or cr)",CPWA 76 (debit ),513:
License fee and other revenue receipts pertaining to Military Engineer Services/Deptt of Post & Tele should be posted in a Register in CPWA __,CPWA 49,514:
Who shall be personally responsible for accuracy of the amounts stated in Schedule Docket CPWA 61,DA,515:
The dealing bank branch will prepare daily payment and receipt scrolls in ___(copies),Quadruplicate,516:
The documents send to PAO of the Division by dealing branch of accredited bank __,No document is sent by dealing branch of the division. To PAO requisite document is sent Focal Point Branch of that bank.,517:
"Statement of Receipt, Issue and Balances of Road Metals in Form 16 is submitted by SD office to DO on ____basis.",Monthly,518:
Reports on tools and plant ledger is submitted to DO by SDO on date ___,As described by DO,519:
The amount of each deposit work should be rateably divided into __parts (names of parts),Two. Work expenditure and Percentage charges,520:
"Earnest money deposits tendered at auction held at outlying stations and received by Forest officer and then remitted to treasury, in treasury account it shall be shown as ___",Forest remittance,521:
When a cheque is drawn to paid away it should be shown in the cash book on ___(side),Contra entry. As receipt on debit side and simultaneously as payment on credit side of cash book.,522:
SDO who renders accounts to Divisional Forest Officer should close its accounts for the month of March on ___,31 st March,523:
Method of devising of Muster Roll and its accounting in Forest Division is prescribed by ___,Government in consultation with AG.,524:
Expenditure incurred after the acquisition of stores on WCE for handling and keeping initial accounts etc. is known as,Storage charges,525:
"In case of works undertaken by PWD as a standing arrangement for other Deptt, when the cost is debitable to those deptt, the prescribed classification applicable to connected transactions is intimated by __",PAO,526:
"In case a Division doesn't have a CAN, who is empowered to attach such division with other CDDO or PAO",Chief Controller of Accounts,527:
Details of object heads are enunciated in ____,"Rule 8 of Delegation of Financial Power Rules, 1978",528:
"In connection of issue of a fresh cheque for lost one, on receipt of acknowledgement from the bank, the DO will send a copy thereof to ___",PAO for issue of non payment certificate,529:
Receipts in form CPWA 3 or 3A can be issue only by DO or other officer or Departmental accounts officer especially authorised by ___,Admin Min/Administrator concerned.,530:
"If the error is discovered after the accounts of March supplementary of a Forest Division have been closed and despatched to the AG, the error should be reported to ____",AG,531:
Recoveries from advances from Contractor in a forest division is recorded on _____side of cash book.,Debit/Receipt side,532:
Who renders a certificate that the amount shown in monthly cash account agrees to other subsidiary accounts of forest division.,Divisional Forest Officer,533:
Remittance is classified into ___parts(names),Three. 1-Remittance into treasury 2- cheque drawn/encashed by Div and 3- Other remittance,534:
On receipt of CPWA 51(PWA 26) in the O/o the AG it should be seen that it is supported by _____,Original consolidated receipt/certificate of issue of che signed by Treasury Officer.,535:
The cost of land acquired by the Civil authorities on behalf of PWD is debitable in the accounts of ___(deptt),PWD(as part of the cost of work),536:
The percentage leviable on Deposit works should be adjusted on a _____basis.,Month by month as the works expenditure is incurred.,537:
"True/False; Works pertaining to Irtigation, Navigation and Drainage Works (commercial) are also treated as a part of Non-Government Works.",False.,538:
The accounts of annual maintenance estimates must be closed in/on ___,In the last month of working year.,539:
If the transactions of a division are very large the DO may be allowed an extra few days for the completion of ____,Register of Works CPWA 40. But submission of Monthly Accounts to PAO should not be delayed on this ground.,540:
"Once an Irrigation & Navigation project declared as a productive one, the minimum period for which it should be shown as productive",Thirteen year (10+3).,541:
If the final bill of a contractor has been passed but not made to contractor for ____(period) shall be credited to 8443.,More than one month,542:
"If the month of payment is not known for the stores received from abroad, the composite rate of exchange should be adopted provisionally for __(time/period)",The month in which the stores were dispatched from High Commissioner/Embassies abroad.,543:
Percentage of Departmental charges leviable when construction works costing up to Rs. 2 crore is ___(bifurcation),"12%(Est-10 3/4, T&P- 3/4, Audit- 1/4 and Pensionery- 1/4 percent)",544:
The rate of Departmental charges applicable for Govt works and autonomous bodies fully funded by the central government is ___,NIL. No DC to charged for this category of works.,545:
"A consolidated certificate in respect of balances other than cash should be forwarded to Accounts Officer in CPWA 91, Annual Certificate of Balances within ____(period) of the submission of the Monthly Accounts for March.",Six weeks,546:
Who is required to sign not only the Monthly Accounts but also all the schedules etc accompanying it.,DA,547:
"The abstract accounts of credit, debit and Balances of the MPSSA CPWA 69 and Schedule of MWA CPWA 70 for Sep and Mar should be accompanied by a list of items outstanding under the suspense head for __(period)",Six months,548:
"Major head for Repair and restoration of damaged water supply, drainage and sewerage works is ___",2215,549:
The audit of schedule docket is conducted in the PAO on the assumption that petty vouchers and initial stock accounts in support of certified amounts of untouched and stock charges have been duly checked by ___,DA,550:
Who prepares main scroll Division wise.,Focal Point Branch of accredited bank,551:
Reports of verification of stores including materials at site of works is submitted by Sub Division to DO ___(monthly yearly etc),Immediately after verification(Occasional report),552:
The monetary transactions of heads of special offices may be divided into ___distinct groups(names),Two. 1- Pay & Allowance and 2- Contingent charges,553:
"If the execution of a job for another division, deptt or Govt is likely to extend beyond one FY, the limit of of the cost which may be incurred in each FY should be settled within __(period)",In advance(beforehand ),554:
Cash settlement Suspense Account under major head 8658 for settlement of inter-divisional transactions in PWD has been dispensed with w.e.f __,01.04.1993. In place the procedure of advance payment has been introduced.,555:
An advance of Rs. 25000/- was given by Div A to Div B for supply of store. State the head to be dr/credit.,Dr. Suspense(799) store/Service advance under 2059/4059(rev/cap as the case may be) cr. 8782,556:
"Charges on account of restoration of damaged caused by extraordinary casualties such as flood, fire should be debited to __(capital/revenue/special)",Capital account,557:
Charges for new supplies of and repairs to tools and plant pertaining to Special Officer is classified under ___,Contingency. The charges of a Special officer is grouped into two classes- pay and allowances and contingency.,558:
Who should ensure that the examination of all claims included in bills presented for payment direct at PAO is made by the DA,DO,559:
"Responsible for checking the expenditure with estimated quantity of works to be done, the sanctioned rate and the sanctioned cost is ___",DA,560:
"When a recovery has been ordered to be made from a contractor or other person which cannot be watched through a suspense or other account, the order should be noted down in ___",Register of Misc. Recoveries CPWA 95,561:
Vouchers not required to be submitted with Monthly Accounts should be ___(action required),Cancelled by appropriately means and kept for production to Audit/Inspection.,562:
Sale proceeds of materials received from dismantled structures when the estimates for works does not make allowance for such recovery shall be treated as ___,Reduction of expenditure ( minus debit 4059/5054 as the case ),563:
The dealing branch of accredited bank prepares daily Payment and Receipt scrolls in quadruplicate separately for each division. State the disposal of scroll_,"Two copies to Focal point branch along with paid che/challans, third copy to DO and fourth with dealing bank for own record.",564:
Officers of CPWD are authorised to make advance payment for purchase of stores up to ___% of value of stores.,0.9,565:
Works undertaken by CPWD are classified into ___groups (names),Two. (1)Original and (2) Repair and Maintenance,566:
Major head for booking charges on account of construction of a medical college building is ___,4210,567:
"An amount Rs. 500/- pending unclaimed for 30 months under 8443. The DO ordered taking the same into revenue receipt, order is in __(order/not in order)",Not in order. For Rs. Not exceeding 25/- unclaimed for one complete FY and above that three complete FY,568:
"When DO utilises the departmental receipts for current expenditure, he should send a cheque to treasury/bank drawn in favour of ___by ___(time)","Self, by/before the end of the month.",569:
The DO recouped Rs. 400/- towards an Imprest held by SDO A and increased his imprest from 500 to 1000. State cash book entries.,Payment side in cash column Rs. 400/- and a note in red ink in inner column for increase of impress.,570:
"True/false; Receiving of salary bill, its disbursements and Balances remaining unpaid are excluded from Main Cash Book.",True. It is recorded in subsidiary cash book.,571:
GPF advance of Rs. 50000/- to a clerk of the Division shall be paid by __,"DO. Advances to all categories by DO, withdrawal other than Gp D by PAO.",572:
"When a fine for defective work is imposed in the Contractor, the amount of shall be ____(dr/credit the head)",Work concerned (Dr. contractor Other Transaction,573:
True/false; Earnest money in legal tender notes and Deposit at call receipt of schedule bank attached to tender need not pass through the Divisional Cash Book.,False. Shall not pass through Div Accounts if refunded on same date. Otherwise has to be recorded in Div accounts.,574:
The undisbursed amount of temporary advance would form part of cash if ____,If not paid in the same month in which refund recorded in CB,575:
The DO should count the cash in the hand of cashier at least once ___(daily/weekly).,A month,576:
Who should see that savings due to abandonment of parts of work are not utilised towards unauthorized expenditure.,DA,577:
"Broadsheet in Form 19 and 20 should be posted from CPWA 51/PWA 26 and at the close of year, the outstanding differences should represent merely the amount of ____",Amount of che drawn up to 31st March and cash remittance in transit.,578:
"The financial results of Irrigation, Navigation, Embankment and Drainage Works, for which capital and revenue accounts are kept, are in compiled in Form 18 by ___",Central Government. Report in Form 18 prepared by the AG and forwarded to CG.,579:
_____will make suitable arrangement for ensuring the accuracy of posting in Works Register in Form 15 at AG office.,AG,580:
