question,answer,srno
Wages of members of the work-charged establishment may be drawn on the form ___,GAR 13 (same to pay bill of regular establishment) In case of CPWA it is CPWA 29. Wages on the Muster Roll and WCE will be borne by the work to which they were employed to.,183:
Payment for all work done other than by daily labour and for all supplies shall be made on the basis of ______,measurements recorded in measurement books (except lump-sum contract where payment is supported by a certificate recorded by a responsible Government officer that the work has been done in accordance with the conditions agreed upon).,184:
"When the maintenance of any Government buildings or roads is entrusted to a Local authority, the payment made to it on this account shall not be treated in the same way as payment for work done by a contractor rather treated as grant made-True/False.",False. It will be treated as payment for work done by a contractor,185:
Refund of revenue may be paid out in cash where the amount involved is___,Up-to ₹ 100. This can also be made out of Permanent Imprest Advance.,186:
An order for refund of revenue shall remain in force for a period of _____ from the date of its issue,three months,187:
"Where the examination fee is paid by a candidate in the form of Postal orders/ Central Recruitment Fee (CRF) Stamps, refund of fee shall be in the form of ______",Money Order (PAO sends a Government Account cheque to Post office for issuance of a Money Order in favour of the candidate),188:
"The sanction Order for compensation to Government servants for accidental losses due to effect of floods, cyclones, earthquakes or otherwise should be submitted with bill to the Pay and Accounts Office for post-check payment-True/False",False. It is submitted to the PAO for pre-check payment. It may be drawn in a simple bill form.,189:
"Bills for educational scholarships or stipend, shall be presented in Form G.A.R. 35 or in such other form as may be prescribed by authority competent to sanction such payments in consultation with the ________",Principal Accounts Officer concerned,190:
A discretionary grant may be made for a recurring as well as a non-recurring type of expenditure-True/False.,False. It is only made towards non-recurring expenditure.,191:
"A copy of account of discretionary grant submitted to Accounts must be sent also be sent to the administrative department concerned at the end of every month, except when it is estimated that the sanctioned expenditure will be completed and the account closed within _____.","three months from the date of the orders sanctioning it. An account must in any case be made up and rendered up to the 31st March, of each year",192:
"When a Civil officer required to supply carriage to troops on the march, makes an advance to the owners of ______percentage of the hire charges for the whole journey and recovers the same from the requisitioning Defence officer on making over the carriage to the Defence authorities",50% (Half of the full hire charge). It is accounted for under 8658-PAO Suspense (dr. and minus dr.),193:
"When discount upon stamps is allowed by deduction from the purchase money, a detailed bill is raised in Form ____for submission to PAO.",GAR 31. (Not for payment),194:
"Where advance has been drawn towards payment to revenue advance (Takavi Advance, advances under the Land Improvement Acts etc.), the detailed (adjustment) shall be submitted by____","the end of the month following that in which the advance was drawn. No officer disbursing these advances should be allowed to draw a second abstract bill without producing a detailed bill to account for the amounts already disbursed from the last advance taken, any balance left being at the same time refunded",195:
______should prescribe a money limit for ' the amount which can be drawn on abstract bills by each officer with due regard to the circumstances of each case.,Head of Department concerned.,196:
____maintains a plus and minus memorandum.,Accounts Officer (the departmental Officer should reconcile the balances as per accounts record). Only the principal amount should be recorded in it and not interest.,197:
The procedures for making payment in respect of the principal of market loans add interest thereon when they fall due shall be governed by the provisions contained in _____,the Government Securities Manual,198:
Treasury bills is/can be paid on maturity at/by_____,the office of the bank from which they were issued.,199:
The responsibility for making necessary deductions regularly and correctly on account of subscription to the Provident Fund rests with_____,Officer drawing the pay bill (drawing officer),200:
The mode through which premia or subscriptions to the Post Office Insurance Fund may be paid_______,"(i) by deduction from pay bills of the subscribers, attaching thereto a schedule in GAR 40; or (ii) by payment in cash at Post Offices only, in accordance with the rules of the fund",201:
"When a subscriber to the Post Office Insurance exits the policy, the reason of exit should be written in the schedule and notified to the Accounts Officer concerned as well as to ____","Director (PLI), Calcutta",202:
"If the leave salary of a subscriber has not been drawn or the official is on leave without pay, the name of the official should not be included in the schedule of PLI subscription in Form GAR 40- True/False","False. The name of the official should be included in the schedule without showing any recovery, but suitable remarks may be given in remarks column",203:
"When a subscriber to any Fund whose subscriptions are realised by deduction from pay bill is transferred from one office to another, the details of fund and amount of subscription and repayment should be noted_____",Last Pay Certificate (LPC) GAR 2.,204:
Where the amount of the advance or withdrawal from Provident Fund exceeds ____ the payment may be made by an 'Account Payee' cheque drawn in favour of the Subscriber if so desired by him.,₹250/-,205:
Withdrawals from Provident Fund by officers and staff serving abroad for payment of Insurance premium in India may he remitted by _____,bank drafts,206:
The Government servant subscriber to Provident Fund should submit an application to his Accounts Officer through DDO in ______advance before he/she retires.,One year.,207:
"In the event of retirement of a Government servant subscriber to Provident Fund, the Accounts Office issue a ""pre-closing statement of account"" _______ in advance of the retirement.","not later than 10 weeks. The DDO shall prefer, irrespective of whether he has received the said ""pre-closing statement of account"" from the Accounts Officer or not, a bill in Form GAR 42 so as to reach the Accounts Officer one month in advance of the event.",208:
The payment of additional amount payable under the Provident Fund Deposit Linked Insurance Scheme on the death of a subscriber shall be authorised by ____,the authority competent to make final payment of provident fund.,209:
Amounts payable under the Central Government Employees Insurance Scheme 1977 shall be authorised to the Government servant or the deceased employee's nominee by _______,the Head of the office (in Form GAR 42 submits to the Accounts Office),210:
"In the absence of valid nomination, the insurance amount payable under the scheme shall be____",disbursed in equal shares among all the legal heirs of the deceased Government servant without insisting on the production of the usual- legal authority provided the Head of the Office is otherwise satisfied about the rights and titles of the claimants.,211:
Withdrawals from the Public Account against sums credited by way of subscriptions or of interest that is allowed by the Government shall be with the orders of ____ in consultation with the ______,"the relevant Ministry, Department or Union territory,  Controller General of Accounts",212:
Deposits received in Government accounts are classified into ____ categories.,two. (1) Interest Bearing and (2) Not interest bearing.,213:
"Where an appeal is pending in Court of Law, the fine received should be placed_____","the concerned head and not DEPOSIT. Pay, pension or other allowances should not be placed in deposit on the ground of the absence of the payee or any other reasons. Government Promissory Notes or other security deposits not being cash received must not   be credited as deposits. No jewels or other property received for custody and restoration in kind may be brought on the deposit account, though the value be stated in money.",214:
The net sale proceeds of unclaimed impounded cattle may be kept in deposit for_____,"three months. if no claim be made within that time, are to be credited to the proper account.",215:
The unclaimed property with Police shall not be sold at once but kept for ____,Six (6) months. After this property may be sold and the sale proceeds may be taken to receipt head rather than Deposit Head.,216:
"In the case of property left by persons dying intestate and without heirs, the same will be secured and held by________ for the period prescribed by the local law.",Civil Court.,217:
The unclaimed property of perishable nature and property whose value is____ should be sold at once and its proceeds should be held in deposit for _____,"less than ₹ 10 (ten), six months.",218:
"Unclaimed property found by or delivered to a police officer, should be _____",made over to the Magistrate,219:
"Under the orders of the departmental officer with whom the earnest money was deposited, part payment for refund of same may be effected-True/False.",False. Part payment on account of refund of earnest money is not permitted under any circumstances.,220:
Amount lying unclaimed in deposit shall be lapsed to Government and credited to Government account under Consolidated Fund provided______,"As on 31st March,  (i) Amount not exceeding ₹ 25/-is unclaimed for one complete account year and  (ii) Amount in excess of ₹ 25/- unclaimed for more than three complete account years",221:
"Deposits pertaining to contracts, supply orders which are under litigation or arbitration shall ______",not be deemed as “unclaimed deposits” for the purpose of crediting to Government,222:
Payment of lapsed deposit is made on form_____,GAR 46. It is pre-checked by the Accounts Officer and generally paid to departmental officer who prefers the bill.,223:
A personal deposit account may be authorised to be opened only under the special order or permission of ________ in consultation _____ with,"the Ministry or Department concerned, the CGA",224:
_________are authorised to open a Personal Deposit Accounts,(i) administrator appointed for the purpose of administering moneys tendered by or on behalf of ward and attached estates and estates under Government management (ii) the Chief Judicial authority concerned in relation to Civil and Criminal Courts' deposits  (iii) Officers commanding units and others concerned in the administration of public funds or regimental funds in the Defence Departments.,225:
Personal deposit account forms part of the Government Account and located in the _____,Public Account,226:
"While the balance as a whole in a personal deposit account opened in favour of Chief Judicial Authority will not lapse to Government, individual items of deposits included therein will be lapsed provided they meet the requisite criteria.-True/False","True.  Balances in personal deposit accounts of Defence Department do not lapse to Government, even if outstanding for more than three complete account years. However, if such a personal deposit account is not operated upon for a considerable period and there is reason to believe that the need for the deposit account has ceased, the same should be closed in consultation with the officer in whose favour the deposit account has been opened",227:
"In the case of emoluments fixed by law, amounts which are in fraction of a rupee shall be rounded off to the next higher rupee even though the fraction is below 50 paise - True/False","True. This is also applicable to pension/relief on pension/commutation/DCRG,",228:
