question,answer,srno
Identification of likely contractors for non-consulting services is prepared by the Ministry/Department from______,"formal or informal enquiries from other Ministries or Departments and Organisations involved in similar activities, scrutiny of ‘Yellow pages, trade journals, web site etc. From this list, the shortlisting of contractors shall made where the estimated cost of such service is up-to ₹ 10 lakh. The minimum shortlisted contractors should be more than three (3). The Ministry or Department should issue advertisement in such case should be given on Central Public Procurement Portal (CPPP), on GeM and on its website where the cost exceeds ₹ 10 lakh..",177:
"Calculation of the charges to be recovered from the local bodies, contractors and others on account of hiring out of Fixed Assets to them should be based on ______ cost.",the historical.,178:
A physical verification of all the consumable goods and materials should be undertaken at least once in _____,a year,179:
The inventory carrying cost is an expenditure that adds value to the material being stocked-True/False,"False. It does not add any value to material and therefore, a material remaining in stock for over a year shall generally be considered surplus, unless adequate reasons to treat it otherwise exist.",180:
Physical verification of Library books in case of libraries having upto twenty thousand (20000) volumes shall be done____,"once every year (Complete physical verification) Where volumes range between 20001-50000 once in every three years (complete physical verification) and in case of volume of library books exceeds 50000, sample physical verification once in every three years. In case such verification reveals unusual or unreasonable shortages, complete verification shall be done.",181:
Reasonable loss of library books means_____,"Loss of five volumes per one thousand volumes of books (0.5%) issued/consulted in a year other than dishonesty and negligence. However, loss of a book of a value exceeding Rs. 1,000/- (Rupees One thousand only) and rare books irrespective of value shall invariably be investigated",182:
"Scrap lots comprising of hazardous waste, batteries etc. shall be sold keeping in view the extant guidelines of ______",Ministry of Environment & Forest.,183:
The mode of disposal will be determined by the competent authority for surplus or obsolete or unserviceable goods with residual value ______,"less than Rupees Two Lakh (200000). Where the residual value exceeds ₹ 200000/-, the disposal of surplus/obsolete/unserviceable items shall be done by obtaining bids through advertised tender or public auction.",184:
"In respect of surplus or obsolete or unserviceable goods intended to be disposed of by advertised tender, the amount of bid security should ordinarily be ______ percentage.","ten (10%) of the assessed or reserved price of the goods. In case of public auction, the bid security on acceptance of bid should not be less than 25% of bid value and collected on the spot. Balance before handing over the goods.",185:
"If a Ministry or Department is unable to sell any surplus or obsolete or unserviceable item in spite of its attempts through advertised tender or auction, it may dispose of the same at its scrap value with the approval of the competent authority in consultation with _____.","its Finance division. If unable to sell the item even at its scrap value, it may adopt any other mode of disposal including destruction of the item in an eco-friendly manner.",186:
Losses due to depreciation shall be analysed and recorded under ____ (two/three) heads,"Four (4). (I) normal fluctuation of market prices (ii) normal wear and tear (iii) lack of foresight in regulating purchases and (iv) negligence after purchase Not due to depreciation: (I) losses due to theft or fraud (ii) losses due to neglect (iii) anticipated losses on account of obsolescence of stores or of purchases in excess of requirements (iv) losses due to damage, and (v) losses due to extra ordinary situations under ‘Force Majeure’ conditions like fire, flood, enemy action, etc.",187:
Which article of Indian Constitution deals with provision relating to contract?,Article 299(1). General procedure prescribed with regard to various classes of contracts and assurances of property are laid down in of the Delegation of Financial Powers Rules (Rule 21).,188:
"The various classes of contracts and assurances of property, which may be executed by different authorities, are issued by the Ministry of _____.",Law.,189:
"A Ministry or Department may, at its discretion, make purchases of value ______ by issuing purchase orders containing basic terms and conditions",₹ two lakh and fifty thousand (250000).,190:
"The letter of acceptance will be treated as a contract where tender documents include the General Conditions of Contract (GCC), Special Conditions of Contract (SCC) and scope of work in respect of Works Contracts, or Contracts for purchases valued _____","between Rupees one lakh to Rupees ten lakhs (100000-1000000). Where the amount is ₹10 lakh & above (works) and above ₹ 10 lakh (purchase), a formal contract shall be executed.",191:
Contract document should be executed in cases of ___ irrespective of amount involved.,"turn-key works or agreements for maintenance of equipment, provision of services etc.",192:
Contract document wherever necessary should be executed within _____of the issue of letter of acceptance.,21 days,193:
"Price Variation Clause can be provided only in long-term contracts, where the delivery period extends beyond ____",18 months. No price variation will be admissible beyond the original Scheduled Delivery Date for defaults on the part of the supplier.,194:
Copies of all contracts and agreements for purchases of the value of _____ should be sent to the Audit Officer and /or the Accounts officer as the case may be.,₹ 25 lakh and above. Copies of all rate and running contracts entered into by civil departments of the Government other CPO i.e. DGS&D should also be forwarded to Audit/Accounts Officer.,195:
The Price Variation clause should stipulate a minimum percentage of variation of the contract price above which price variations will be admissible-True/False.,"True. If the percentage is fixed 5%, then any increase in price up-to 5% will not be paid.",196:
No claim for the payment from contractor shall be entertained after the lapse of ____years of arising of the claim.,Three (3),197:
A new autonomous body should not be created without the approval of the _____,Cabinet,198:
Regional Centres/Offices/Sub-Stations of any autonomous body can be created with prior approval of the ______,administrative Ministry/Department in consultation with Ministry of Finance,199:
A Corpus Fund out of budgetary allocation for an Autonomous Body only with prior concurrence of ______,Ministry of Finance. If it is created out of internal resources approval of the administrative Ministry must be obtained.,200:
_____ should review the user charges or internal source of income of an autonomous body at least _____year.,"Governing Body, once a year.",201:
_______of the Autonomous body will be responsible for overall financial management of the autonomous bodies.,The Chief Executive Officer,202:
Peer review of autonomous organisations whether external or internal shall be made every___,"three or five years (depending upon the size of the organisation). Findings of the peer review should be examined and put up to the Secretary. Further releases of Grant (after three or five years, as the case may be), should be made conditional on conduct and decisions on the findings of such peer review.",203:
Autonomous organisations are need to enter into a Memorandum of Understanding with the Administrative Ministry or Department where the budgetary support to autonomous organisation is ___,"more than Rupees five crores per annum (MoU spells out clearly performance parameters, output targets in terms of details of programme of work and qualitative improvement in output)",204:
What is the Central Financial Assistance (CFA)?,the expenditure has already been incurred on approved project/scheme and reimbursement from the Government in the form of Grant/Subsidy etc. No Utilization Certificate shall be required in such cases,205:
Unspent Balances of recurring Grants-in-aid are ____,taken into account in sanctioning the subsequent Grant for same purpose.,206:
"Before releasing any grant to an autonomous organisation, it should be ensured that Cash balance at a time should preferably not be more than ____ months of requirements",Three (3). It is also known as Just-in Time Release.,207:
Non-Government or Quasi-Government Institutions or Organisations cannot dispose of assets acquired wholly or substantially out of Government Grants without the approval of______,(prior) authority which sanctioned the Grants-in-aid. Surplus/obsolete/unserviceable items may be disposed of by the Organisation in accordance with the provisions given in GFR,208:
Institution or Organisation desiring Grants from Government shall submit their requirement with supporting details by the end of the month of ____ in the year preceding the year for which the Grants-in-aid is sought.,September. The Institution or Organisation should be informed of the result of their requests by April of the succeeding year.,209:
"All Grantee Institutions or Organisations, which receive _____ percent their recurring expenditure in the form of Grants-in-aid, should formulate terms and conditions of service of their employees","more than fifty (50% plus). Such conditions by and large, should not higher than those applicable to similar categories of employees in Central Government. In exceptional cases relaxation may be made in consultation with the Ministry of Finance.",210:
Grants-in-aid may be sanctioned to meet the bonafide expenditure incurred not earlier than _____prior to the date of issue of the sanction.,two years,211:
"Clause of providing reservation for SC, ST and OBC in posts by the Grantee organisation in cases where_____",(i) the recipient body employs more than twenty (20) persons on a regular basis and at least fifty per cent (50%) of its recurring expenditure is met from Grants-in-aid from Central Government and (ii) the body is a registered society or a co-operative institution and is in receipt of a general purpose annual Grants-in-aid of Rupees twenty lakhs and above (₹ 25 lakh plus) from the Consolidated Fund of India,212:
The Grants-in-aid should not exceed _____ percent of approved administrative expenditure on pay and allowances of the personnel of the voluntary organisation concerned.,twenty-five (25%). Grants-in-aid to meet administrative expenditure to any private institutions other than the voluntary organizations should not ordinarily be sanctioned. In exceptional cases such Grants can be considered for sanction in consultation with Internal Finance Wing.,213:
"In case a voluntary organisation fails to comply the terms and conditions of Bond executed, the whole or a part amount of the Grant will liable to be refunded along with penal interest at the rate of______",ten percent (10%) per annum. Or the sum specified under the Bond as the case may be.,214:
_____will bear the cost of stamp duty for the Bond executed between the Government and Voluntary organisation before sanctioning the grant,the Government.,215:
"To ensure monitoring and effective control over Centrally Sponsored Schemes, capacity building, inter-sectoral coordination and detailed monitoring rests with ______",Central Ministries or Departments.,216:
A post-completion review of every Centrally Sponsored Scheme should be undertaken by___,the State Government(s) or Union Territories implementing the scheme. A copy of the review should be obtained by the Ministry concerned.,217:
"Institutions or Organisations receiving Grants should, irrespective of the amount involved, furnish a set of audited statement of accounts to _____",the Accounts Officer,218:
"The accounts of the Grantee Institution or Organisation shall be audited by the CAG, if the Grants or loans to the institution in a financial year are not less than Rupees twenty five lakhs and also not less than seventy-five percent of the total expenditure of the Institution under the provision of___","Section 14 of DPC Act, 1971. It is also audited by the CAG where the Grants or loan in a financial year are not less than one crore.",219:
"Where the accounts are required to be audited by the CAG in a financial year, he shall continue to audit the accounts for a further period of _____ years.","Two (total 3 years in a row), in all cases notwithstanding that the conditions for the CAG’s audit are not fulfilled.",220:
"Where any Grant and /or loan is given for any specific purpose to any Institution or Organisation or Authority other Foreign body, the CAG is empowered to scrutinize the procedures by which the sanctioning authority satisfies itself as to the fulfilment of the conditions subject to which such Grants and/or loans were given under the provision of_____","Section 15 of the DPC Act, 1971. For this purpose, the CAG has the right of access to the books and accounts of that Institute or Organisation or authority.",221:
"_____will report all cases of outstanding guarantees at the end of a calendar year, to Budget Division, along with all payments made in pursuance of the guarantee.",Financial Adviser of the concerned Ministry/Department,222:
"Where a Guarantee Reserve Fund does not exist, the irrecoverable amount of loan shall be adjusted under the minor head ""Irrecoverable Loans Written Off"", below the major/sub-major head______",to the purpose/function for which the loans etc. had been granted. Where the purpose or function is unidentifiable it will be debited to Major Head 2075- Misc. General Services,223:
The Finance Wing of Ministry/Department furnishes data required for the Statement of Finance Account pertaining to Guarantee to Pr. CCA/CCA/CA by ______,21st April. The CCA/CA in turn would furnish the same to the Finance Accounts Section of the office of CGA latest by 31st May each year.,224:
"In order to meet the contingent liability arising out of guarantees invoked by Public Sector Banks every year, an amount as decided each year is provided under the head 'Transfer to Guarantee Redemption Fund' below the Major Head  ______ in the Demand for Grant of Ministry of Finance, Department ______.","'2075-Misc. General Services, Department of Economic Affairs.",225:
Sanctions for permanent advance accorded by ______,Heads of Department,226:
Acknowledgement from the officers holding permanent advance shall be obtained as on _____ in the month of _____.,"31st March, April",227:
"Normally no loan should be granted for a period exceeding 15 years. Where a longer period for repayment is sought, prior concurrence of the _____ will be necessary","Budget Division, Ministry of Finance. In no case, however, the period of the loan should exceed 30 years.",228:
The repayment on a loan should commence from the _____,"first anniversary date of its drawal or on expiry of the period of moratorium, as the case may be. The recovery should ordinarily be effected in annual equal instalments of principal.",229:
"In the case of loan given to public sector projects for new installations or expansion of existing institutions, the repayment of principal should ordinarily commence___","one year after the project commences production. In other cases, a moratorium (suspension) subject to a maximum of five years from the date of drawal of the loans may be allowed. However, this period should not exceed two years from the date of project going into production, or expanded project coming into operation.",230:
"The period of repayment of working capital loans should preferably be restricted to ___ years. In no case, however, the period of these loans should exceed _____years.","two or three, five (5).",231:
Approved and authenticated annual accounts to be made available by the Autonomous Body to the concerned Audit Office by____,30th June. It is the date on which audit of annual accounts commences. Issue of the final SAR in English version with audit certificate to Autonomous Body/ Government concerned -31st October and submission Annual Report and Audited Accounts to Nodal agency by 31st Dec.,232:
Utilisation Certificate in respect of non-recurring grants shall be submitted by the grantee institution with in____,"Twelve (12) after closure of the Financial Year. Rule 238 (1) deals with Utilisation Certificate, failing of which the institution may be black-listed.",233:
Release of Grants-in-aid in excess of ______% of the total amount sanctioned for the subsequent financial year shall be done only after utilisation certificate and the annual audited statement relating to Grants-in-aid released in the preceding year are submitted to the satisfaction of the Ministry/Department concerned.,Seventy-five percent (75%),234:
"Where the Grants –in –aid / Central Finance Assistance are being made as reimbursement of expenditure already incurred on the basis of duly audited accounts, Utilisation Certificate need not be obtained-True/False",True. In such cases the sanction letters should specify clearly that the Utilization Certificates will not be necessary.,235:
"In the case of Private and Voluntary Organizations receiving recurring Grants-in-aid for amount ________ all the Ministries or Departments of Government of India should include in their Annual Report a statement showing the quantum of funds provided to each of those organizations and the purpose for which they were utilized, for the information of Parliament.","Rupees ten lakhs to less than Rupees fifty lakhs (₹ 10 lakh to ₹ 50 lakh). In case amount exceeds ₹ 50 lakh, the Annual Reports and accounts shall be laid before Parliament within 9 months (December) of close of succeeding financial year i.e. 21 months from close of financial year in which grant was released. The same applies to non-recurring or one time grants.",236:
Utilisation Certificate required to be submitted by the State Government against Central Grant  should be counter-signed by ____,the Administrative Secretary of the Division regulating the Scheme/Finance Secretary,237:
"When Central Grants are given to State Governments for expenditure to be incurred by them through local bodies or private institutions, the Utilization Certificates should be furnished by ____",the State Government concerned.,238:
"The Grantee Institutions or Organisations should be required to submit performance cum achievement reports soon after the end of the financial year, and in any case, not later than_____","six months after the close of the financial year (September of following year). In regard to non-recurring Grants such as for celebration of anniversaries, conduct of special tours and maintenance Grants for education, performance cum-achievement reports need not be obtained.",239:
The sanctioning authority may dispense with the submission of performance cum achievement reports where the grantee receives the recurring grant-in-aid not exceeding Rs_____,"Twenty-five (25 lakh). Where the audited report and account incorporated in Ministry/Department Report or laid before parliament, Performance cum achievement certificate need not required.",240:
A Register of Grants shall be maintained by _____ in the format given in Form GFR - 21.,the sanctioning authority,241:
Grants-in-aid for provision of amenities or of recreational or welfare facilities to the staff of the offices of the Government are regulated under orders of ______,the Ministry of Home Affairs.,242:
The Grant in aid towards amenities or of recreational or welfare facilities to the staff will be admissible on the basis of the total strength borne on _______ (Regular/contingency/WCE/all) of an organization,borne on the regular strength. The total strength of the eligible staff will be that existing on the thirty-first (31st) March of the previous financial year or that on the date on which proposal for Grant is mooted in the case of new staff clubs.,243:
The rate of the Grant-in-aid towards amenities or of recreational or welfare facilities to the eligible staff will be Rupees _______.,fifty (₹ 50) per head per annum. Additional grant-in-aid up to ₹ 25/- per head per annum to match the subscriptions collected during the previous financial year by the existing staff clubs or for the new clubs till date of proposal mooted. Maximum per head grant-in-aid would be ₹ 75/- per annum.,244:
"For setting up of recreational club, one time Grant to the tune of maximum of Rupees____ may be sanctioned.",₹ 50 thousand.,245:
The accounts of recreational clubs duly audited by an Internal Auditor should be obtained on or before______,Thirtieth (30th ) April.,246:
Nodal agency to finalise terms and conditions of loans by the Central Government is___,Ministry of Finance (Department of Economic Affairs> Budget Division),247:
"The interest for the full period shall be charged, if the payment of the instalment is in advance of the due date by ________","fourteen (14) days or less. If it is paid in advance by more the 14 days, then interest will be calculated for number of days i.e. Yearly interest/365 or 366 days X No. of days.",248:
"When the due date of repayment of any instalment of principal or interest falls on a Sunday or a public holiday, the payment made on _____will be regarded as payment made on due date.","the next working day following the Sunday or the public holiday. However, in case where due date is 31st March, the preceding day will be regarded as due date.",249:
"When monetary settlement is involved in loan given by the Central Govt. to State Govt., the date of drawl of loan by the State Govt. is _________",the calendar date on which amount of a loan is actually credited to the account of the State Government by the Reserve Bank. Except in case of March where the loan accounted in Central Govt’.s account in March but credit afforded by RBI to State Govt. in April. .,250:
"Where no monetary settlement is involved in loan from Central Govt. to State Govt., the date of drawl will be ________",the last date of the month of account in which the adjustment is effected,251:
"Before considering a loan application from parties other than State Governments and Union Territories, copies of PL/income and expenditure accounts and balance sheets for last _____years should be obtained.",three (3). Required even when a guarantee is given by Trust managing the grantee institution.,252:
A loan should bear the interest for the period ______,day of payment inclusive but date of repayment exclusive.,253:
The repayment of principal and interest instalments may be rounded off to the nearest ____,rupee (repayment in equal annual instalment),254:
"Loans to State and Union Territory Governments, Local Bodies, Statutory Corporations, PSUs etc. shall be sanctioned at the ____ rates of interest prescribed by Government","normal. where the normal rate is considered too high and a concession is justified, it shall take the form of direct subsidy debitable to the grants of the sanctioning authority. In such cases interest shall, however, be paid by the borrower in the first instance at the normal rates and subsidy shall be claimed separately.",255:
A written undertaking in Form GFR 15 shall be obtained from _____ at the time of sanctioning the loan.,"a wholly Government-owned company (No need to enter into an agreement in case of loan to State Govt. and a wholly Government-owned company), a written undertaking to the effect that the fixed assets of the company shall not be hypothecated without prior approval of the Government shall be obtained in Form GFR 32.",256:
"Loans to parties other than State Govt., wholly owned Govt Companies and Local Administration of UTs shall be sanctioned only against adequate security which should be at least ______",thirty-three and one-third per cent more than the amount of the loan (133.33%),257:
"Utilisation Certification in respect of loan and grants-in-aid made to parties other than State Governments, wholly owned Government Companies and Local Administration of UTs shall be submitted within______",18 months from close of the financial year in which loan or grant-in-aid was sanctioned.,258:
"In case of default in repayment of principal and interest, the penal or the higher rate of interest, should not be less than ______ above the normal rate of interest prescribed by Government.",two and half per cent (2.5%) per annum,259:
Any loans owing to their irrecoverability or otherwise may be written off by________,competent authority with prior approval of Ministry of Finance,260:
Annual Report on outstanding Central Loans borne on a Ministry/Department’s books as on 31st March each year shall be submitted by the Pr. AO to concerned Ministry/Department by____,30th September.,261:
"A copy of Annual Assessment Report on status of all outstanding loans, including timely and accurate payment of principal and interest due, shall be submitted by the Financial Advisor of the Administrative Ministry concerned to the Ministry of Finance by_____.",30th June of each financial year,262:
____ acts as the nodal agency to execute the legal agreement for loans or grants from external funding Agency(ies).,Department of Economic Affairs (MoF). The Office of the Controller of Aid Accounts and Audit (CAAA) in the Department of Economic Affairs,263:
"Under the Revolving Fund Scheme, the Funding Agency disburses the estimated expenditure of _______for the projects as initial advance to Government of India under the respective loan or credit or grant agreement.",four months,264:
"Powers to grant Government of India Guarantee, including those on external borrowings, vests with the ______ Division, Department of Economic Affairs (DEA).",Budget. Guarantee provision is given in Article 292 and FRBM Act.,265:
The maximum percentage of project loan to which the Government may guarantee is ____,80%. the Government of India may guarantee 100% of the financing where the organisation concerned is discharging some function on behalf of the Government of India.,266:
________ in Ministry/Department will perform the responsibility of maintenance of records and reporting to concerned authorities (CAAA),The Financial Advisers,267:
All Ministries or Departments shall ensure that all guarantees are reviewed at-least once in____,a year (every year). Such review is made by the FA and a report of it is submitted to Budget Division (MoF) by 30th April of following year.,268:
"In respect of guarantees issued by the Ministry of Finance for external loans, the respective credit divisions of Department of Economic Affairs shall conduct an annual review in consultation with the Financial Adviser, DEA-True/False.",True.,269:
"For the purpose of record keeping, guarantees shall be classified into____ categories",Six (6),270:
Indian Government Accounting Standard (IGAS) deals with Government Guarantees is ____,IGAS-1,271:
A Guarantee Redemption Fund (GRF) has been established in_____ (Consolidated/Contingency/Public Account/PD Account),"Public Account (Major Head 8235-Minor Head 117, Minor Head 120-GRF-Investment Account)",272:
All proposals for Provision and instructions relating to additions to establishment are given in____,DFPR (Rule 11),273:
The valid birth certificate in cases where the prescribed educational qualification of a Govt. Servant is below the matriculation are_____,Municipal Birth Certificate or Certificate from the recognised school last attended. Matriculation certificate will be valid certificate for date of birth where prescribed educational qualification is matric or above,274:
Detailed Rules for maintenance of Service Books are contained in _____,Supplementary Rules.,275:
In ______ each year the Government servant shall handover his copy of the Service Book to his office for updation.,January. The service after having duly updated in returned to the employee with 30 days. The Service Book is maintained in duplicate. Original by office and duplicate by employee concerned.,276:
"In case the Government servants’ copy is lost by the government servant, it shall be replaced on payment of a sum of ______",₹ 500/-.,277:
The travelling allowance claim shall be submitted within ______ of its becoming due failing which it shall stand forfeited.,sixty (60) days. In case of LTC-30 days (advance case) and 60 days (Non-advance case),278:
A claim for overtime allowance shall fall due for payment on _____,first day of the month following the month to which the overtime allowance relates. The claim shall be submitted within sixty (60) days from becoming due.,279:
An increment may be withheld under the provision of _____,FR 24.,280:
"Any arrear claim of a Government servant which is preferred within ______ of its becoming due shall be settled by the Drawing and Disbursing Officer or Accounts Officer, as the case may be, after usual checks.",two (2) years. Exceeding that after due investigation by the HoD.,281:
"A sanction to an advance or a non-refundable part withdrawal from Provident Fund shall, unless it is specifically renewed, lapse on the expiry of a period of ________",three (3) months,282:
Compensation for accidental loss of property shall be paid to an officer with the approval of __,the Ministry of Finance.,283:
Transfer of land from a UT to a Central Government Department or vice versa shall be on__,'no profit no loss' basis. Transfer of buildings and superstructures on land vide above shall be at the present day cost minus depreciation. In respect of PSU such transfer on market value.,284:
"Any amount or loan not paid on due date to Government by a local body, may be adjusted from___ (any non-statutory grant/statutory grant) sanctioned for payment to it.",non-statutory grant.,285:
Financial transactions between Govt. and local bodies shall be rounded off to the nearest ____,Rupee.,286:
The adjustment bill along with balance if any towards advances drawn for contingent and misc. purposes shall be submitted by the government servant within _____ of the drawal of advance,fifteen (15) days,287:
The Ministry or Department may sanction the grant of an advance to a Government Pleader in connection with law suits up to the maximum of _____ at a time,Rupees twenty-five thousand (₹ 25000),288:
