question,option_a,option_b,option_c,option_d,answer,hint,srno
"When materials are issued to contractor and direct to work from stock/manufacture accounts, the adjustment will be effected",As soon as possible at the receipt of material,At the end of the month,at the time of completion of work,At the end of the year,B,(10.3.6_2 and 10.3.11),130.
"When materials are issued to contractor and direct to work by transfer from other work or division or by purchase, the adjustment will be effected",As soon as possible at the receipt of material,At the end of the month,at the time of completion of work,At the end of the year,A,(10.3.11_a_2),131.
State whether true or false The full value credited to head concerned for the issue of material to work should be debited to the work and the quantities entered in the Register of Materials-atsite Account Form CPWA 35.,True,False,,,A,(10.3.11_a),132.
"Materials received direct from suppliers, full details of the articles received should at the same time be entered in a",Good Received Sheet,Measurement book,Debit Note,Credit Note,B,(10.3.11_b),133.
"When materials are issued direct to a work either for work to be done departmentally or through contractor on labour rates, their cost is",debited to the Suspense head “Materials” in the account of work.,credited to the Suspense head “Materials” in the account of work.,debited to the Contractor’s Ledger-Other Transaction in the account of work.,credited to the Contractor’s Ledger-Other Transaction in the account of work,A,(10.3.12_a),134.
"When materials are issued to contractor whose contract is for finished rate, their cost should be debited to work concerned under the",Contractor-Other Transaction,Advance payment,Contractor-Material,Secured Advance,A,,135.
"A detailed account of item of materials showing the receipts, issues and balances so that the total issues of each items may be watched with reference to the estimated requirements, should be kept in Form",CPWA 23,CPWA 35,CPWA 35A,CPWA 38,B,(10.3.12_b),136.
All surplus materials at site of works should be transferred to other works in progress their value being credited to the,work to which they were originally issued,work to which they are transferred,Stock Account,All of the above,A,(10.3.13_b),137.
All surplus materials at site of works should be transferred to other works in progress their value being debited to the,work to which they were originally issued,work to which they are transferred,Stock Account,All of the above,B,(10.3.13_b),138.
Credit and debit of value of all surplus materials at site of works if brought on the stock shall be made in the stock Account in Form,CPWA 38,CPWA 57,CPWA72,CPWA 73,D,(10.3.13_b),139.
Materials returned to stores or transferred to other works should be priced within,current market rates,market rate at the time of issue of material,Issue rates,Assessed rates,A,(10.3.13_c),140.
Any resultant loss on transfer of materials from a work shall be borne by the,work to which they were originally issued,Work or stock to which transferred as the case may be,distributed between work to which they were originally issued and work or stock to which they are transferred as the case may be,Either of the above at the discretion of DO,A,(10.3.13_c),141.
Unused balances of materials charged direct to works should be verified at least once,a week,a month,a year,in completion period,C,(10.3.14),142.
A report of verification of unused balances of the materials should be prepared by the,Sub-divisional officer,DO,Store Superintendent,Engineer-in-charge of work,A,(10.3.14),143.
Form for of verification of unused balances of the materials shall be laid down by,Chief Controller of Accounts in consultation with Administrative Min/Deptt.,Administrative Min/Deptt. in consultation with Chief Controller of Accounts,Controller General of Accounts in consultation with Administrative Min/Deptt.,CAG in consultation with Administrative Min/Deptt.,B,(10.3.14),144.
"Whether true or false A verification of the unused balances of materials must invariably be made on the completion of a work, but on or before the completion of a work, when no more materials are required for use in construction",True,False,,,A,(10.3.15),145.
"Once the verification of the unused balances of materials is completed, the first step taken should be",disposal of deficient materials,disposal of surplus material,disposal of damaged materials,disposal of material with changed description,B,(10.3.15),146.
Fill in the blanks If the gazetted officer or subordinate in direct charge of a work is transferred before the accounts of it are closed the unused materials at site of the work should be verified by the _________in company with the ___________,"Relieving Officer, Relived Officer","Relived Officer, Relieving Officer","Relieving Officer, SDO","Relived Officer, SDO",A,(10.3.16),147.
Report of verification of unused store at site of the work in case of transfer of the gazetted officer or subordinate in direct charge of a work is prepared by,Relieving Officer,Relived Officer,SDO,DO,C,(10.3.16),148.
Report of verification of unused store at site of the work in case of transfer of the gazetted officer or subordinate in direct charge of a work is submitted to,Relieving Officer,Relived Officer,SDO,DO,D,(10.3.16),149.
"Pick the incorrect one regarding it is not necessary that the balance should be verified at the close of the year, if",the work has been under construction for not more than three months,the accounts of the works are expected to be closed within three months,the accounts of the works are expected to be closed within six months,the balances were verified at any time during the year.,C,(10.3.17),150.
"After the completion of a work, materials issued by the Department, theoretical calculations of all the items of materials used on the work should be made in the Register showing the clearance of Suspense head",Materials,Contractor-Other Transactions,Work Charged Establishment,Contingency (work),A,(10.3.18),151.
Register showing the clearance of Suspense head “Material” is maintained in form,CPWA 35,CPWA 36,CPWA 37,CPWA 38,D,(10.3.18),152.
"On the basis of theoretical calculations, the sub-head “Materials” should be cleared by debiting the cost of materials to the work at the",Prevailing issue or market rate at the time of completion of work as the case may be,Prevailing issue or market rate at the time of issue or purchase of material as the case may be,Issue or market rate at the beginning of financial year,Any of the above at the discretion of the DO,A,(10.3.18),153.
"A materials-at-site account, Form CPWA 35 should not ordinarily be kept for",When work is being departmentally,Deposit work,minor works,minor repair works,D,(10.3.19),154.
"The account of all the transactions relating to a work during a month whether in respect of cash, stock or other charges is called",Budget Estimate,Work Abstract,Classified Abstract of Works,Contractor’s Ledger,B,(10.5.1),155.
Work Abstract is prepared in form,CPWA 31,CPWA 32,CPWA 33,CPWA 34,C,(10.5.1),156.
Work Abstract in form CPWA 33 is prepared by,Engineer-in-Charge work,SDO,DA,DO,D,(10.5.1),157.
Work Abstract is categories into three heads. Pick the correct one,"Final, Suspense and Contingency","Cash, Stock and Transfer","Major, Medium and Minor","Capital, Revenue and grant",A,(10.5.1),158.
Material issued to a contractor on labour rate and direct to work is shown in the Work Abstract under the head,Final,Suspense,Contingency,Addl. Charges for material,A,(10.5.1) sub-head Material,159.
The category “Suspense Accounts-Contractor” will contain the following. Pick the incorrect one,Contractors-Other Transaction,Contractors- Advance Payments,Contractors -Secured Advance,Contractors-Material,D,(10.5.1),160.
"In Works Abstract CPWA 33, the suspense accounts consists four sub-accounts. Pick the incorrect one",Labour,Contractor,Work Direct,Material (e) Land Acquisition,C,(10.5.1),161.
Works Abstract encompasses the transactions relating to a work taken place during the,Day,Month,year,Schedule completion of the work,B,(10.5.1),162.
Works Abstract is not necessarily to be maintained in case of,Non-Government Work,Petty works,Deposit works,Local Loan works,B,(10.5.1),163.
"The estimate, account and completion certificate of petty should be prepared on a single form",CPWA 30,CPWA 31,CPWA 32,CPWA 34,C,(10.5.1),164.
CPWA 32 is,Petty Works Requisition and Account,Petty Works Accounts,Petty Work Abstract,Mini-Works Abstract,A,(10.5.1),165.
"State whether true or false Percentage charges on account of establishment, Tool and Plant, Accounts and Audit and Pensionary Charges levied on works Expenditure should not be shown in Works Abstract and Register of Works, Form CPWA 40, because they are eventually not included in the cost of works.",True,False,,,B,(Note below 10.5.1) eventually included in the cost of work,166.
"Ordinarily there should be one Works Abstract monthly for each working estimate, but more than one works abstract is permissible for",Non-Government Work,Major work costing above Rs. 50 lakh,Larger work estimate with several sub-heads,Local Loan works,C,(10.5.2),167.
Find the incorrect one regarding when a sanctioned method of execution of a work is decided to be changed,The original abstract should be recast in accordance with the proposed method,The details of cost and quantities already approved by competent authority should be rearranged,The revised abstract should be approved by the Superintendent Engineer,After approval the same will be treated as the sanctioned abstract of the estimate for all accounts purposes.,C,"(10.5.4) Approval by DO, not SE",168.
"Pick the correct one regarding the accounts of the work in the Works Abstract should ordinarily exhibit:- (i) “amount” i.e., total charges finally classified under the relevant categories, (ii) percentage of the progress of work compared with the amount technically sanctioned and time allowed. (iii) Additional amount required for completion of work (iv) “rate of cost”, i.e., cost per unit on the basis of the recorded “amount” and “progress”.","i, ii and iii","i, ii and iv","ii, iii and iv",All of the above,B,(10.5.6),169.
"During the progress of the work, the expenditure recorded in the works abstract shall be",Exclusive of cost of material,Inclusive of cost of material,Exclusive of cost of material & labour,Inclusive of cost of material & labour,A,(10.5.7),170.
"On the completion of the work, the gross cost of sanctioned work, inclusive of the cost of materials, should be recorded in the",Works Abstract,Budgetary estimates of works,Register of Works,Contractors’ Ledger,C,(10.5.7),171.
"State whether true or false In order to ensure proper maintenance of Form CPWA 35, two alternate registers may be maintained, one being submitted in Original to the Divisional Officer along with the Works Abstract for payment and the other used in the next month.",True,False,,,A,(Note below 10.5.7),172.
"Pick the correct one (i) The charges classified under a suspense sub-head should include all ordinary expenses incidental to construction. (ii) If any part of a work is pulled down and rebuilt to any serious extent, the extra charge for construction should ordinarily be debited to the sub-head concerned. (iii) In case the amount involved be so large as to affect sensibly the cost or rate of the sub-head, it may be debited to the sub-head “Contingencies” (iv) A new sub-head additional to the original sanctioned subheads of the estimate with the sanction of the competent authority may also be created to account for such expenditure","i, ii and iii","i, ii and iv","ii, iii and iv",All of the above,D,(10.5.9),173.
In the accounts of Major Estimates a separate sub-head to encompass additional expenditure for Materials issued to Contractors/Direct to Works” to be created that shall be,Final head,Suspense head,Contingency head,Special contingency head,A,(10.5.10),174.
The sub head “Additional charges for Materials issued to Contractors/Direct to Works” should be opened for the record of under-mentioned debits/credits. Pick the incorrect one,Difference between the rates charged to the contractors and the actual cost to Government,"Carriage and incidental charges in connection with the materials issued to contractors, if chargeable to the work.",Balances outstanding under the suspense head “Materials” after transferring the cost of material to the final heads.,Fine and penalty for defect of work done.,D,(10.5.10_i to iii),175.
"The cost of materials issued direct to work, either executed departmentally or through a Contract for labour only is accounted for in the Works Abstract under the sub-head",Material,Contractor-Other Transaction,Contractor-Advance Payment,Contingency,A,(10.5.12_1),176.
All debits or credits other than advance payment and secured advance to contractors whose contract is for finished rate of items shall be recorded in the Works Abstract under the sub-head,Contingency,Final Charges for issue of material,Miscellaneous Work Advances,Contract-Other Transactions,D,(10.5.4_2 to 4),177.
Unpaid wages of labourers on Muster Roll and of their subsequent payment shall be recorded in the Works Abstract under the sub-head,Contingency,Final Charges for issue of material,Labour,Contract-Other Transactions,C,(10.5.4_5),178.
Unpaid wages of work charged establishment and of their subsequent payment shall be recorded in the Works Abstract under the sub-head,Contingency,Contract-Other Transactions,Labour,None,D,,179.
Advance payments to the Land Acquisition Officers and of their subsequent adjustments are recorded in the Works Abstract under the sub-head Land Acquisition is a,Final Accounts,Suspense Accounts,Contingency,Misc. Work Advances,B,(10.5.21),180.
The Suspense account “Materials” in the Works Abstract cleared,Monthly during progress,On completion of work,As and when desires,Never,D,(10.5.13) final charges transferred to the Register of Works,181.
When closing the account of the work the Suspense account “Materials” in the Works Abstract is cleared by transferring the charges to the final charges of work in,Budget Estimate,Work Abstract,Register of Works,Contractor,C,(10.5.13),182.
The responsibility for clearing the suspense head Material of the work abstract rests with,Engineer-in-charge of work,SDO,Store Superintendent,DO,D,(10.5.13),183.
State whether true or false Advance payments made to a contractor should be charged of as final outlay on the work under the sub-head “Contractors – Advance Payments”,True,False,,,B,(10.5.14) Suspense not final,184.
"State whether true or false Advances made to contractors and suppliers whether on the security of materials or otherwise as well as all recoverable payments made under proper authority to labourers and others on behalf of contractors, should be treated as advances made on account of the work concerned and accounted for in Miscellaneous Works Advances",True,False,,,B,(10.5.15) Contractor-Other Transaction,185.
Pick the incorrect one,The head “Contractors – Other Transactions” and “Labourers” are intended for watching the ultimate payment of the unpaid balances of contractors’ accounts and the clearance of the unpaid wages of labourers respectively,"If a Running Account Bill or Muster Roll is only partly paid, the total amount due thereon as value of work done or supplies made should be brought to account in the Works Abstract as final charges",The amount remaining unpaid should be shown as a minus entry in the appropriate suspense column – “Contractors – Other Transactions” or “Labourers” as the case may be.,Amount excess paid is accounted for in Contractor-Advance Payment.,D,(10.5.16),186.
"Fill in the blanks If any wages of labourers remain unpaid after the completion of a work, the accounts of the work may be kept open for a period of ________month, which may be extended to ______months at the discretion of the Divisional Officer.","One, Two",One Three,"Three, Six","Three, twelve",B,(10.5.18),187.
"Pick the correct ones (i) After the completion of a work, the accounts of the work may be kept open for a period of one month, which may be extended to three months at the discretion of the Divisional Officer. (ii) Thereafter, the accounts of the work should be closed, the balance under the suspense head “Labourers” being left unadjusted. (iii) The amount outstanding should be shown in any completion Report or Statement, Form CPWA 44 or CPWA 45 as the case may be (iv) A special remark, as a liability against the work and it should be included in the total expenditure on the work, so as to arrive at the amount actually brought to account.","i, ii and iii","i, iii and iv","ii, iii and iv",All of the above,A,(10.5.18) iv- should be excluded and not included,188.
"If unpaid wages of labourers are claimed and paid subsequently to the closing of the account of a work, the payment should ordinarily be charged against",the old estimate,the fresh estimate under the same head of service as the original work,Either at the discretion of DO,Contingency,B,(Note below 10.5.18),189.
"If unpaid wages of labourers paid subsequently to the closing of the account of a work, suitable Note being recorded by the Divisional Office against the closing entry relating to the original work in the",Works Abstract,Register of Works,Classified Abstract of works,Monthly Accounts,B,(Note below 10.5.18),190.
"Pick the correct ones (i) If a contractor does not take final payment for more than one month after the final bill has been passed the amount of the work as passed on the bill should be incorporated in the Works Abstract on the authority of the bill. (ii) The balance due to him should be removed from the accounts of the work by credit to the Major Head “8443-Civil Deposits. (iii) Simultaneously, the Major Head “8550”-Civil Advances shall also be credited with the similar amount (iv) If a contractor has already been overpaid and an immediate recovery is not practicable, the balance should be removed by debit to the sub-head “Miscellaneous Works Advances” under the Major Head “799-Suspense” below the functional Major/sub-Major Heads of Account.","i, ii and iii","i, ii and iv","ii, iii and iv",All of the above,B,(10.5.19),191.
"When the unclaimed amount of a contractor is credited to the head “P.W.Deposits and subsequently a decree from a court is issued, the amount charged on the Consolidated Fund of India shall be",the amount in excess of deposit held,Entire amount of decree,the amount held in deposit,Amount held in deposit plus applicable interest from date of deposit till decree,B,(Note below 10.5.19),192.
"Whether true or false While making payment in satisfaction of the court decree, the amount standing to the credit of the contractor under P.W.Deposits, should however, be left unadjusted.",True,False,,,B,(Note below 10.5.19),193.
Whether true or false A refund of security deposit of revenue is made in satisfaction of a court decree cannot be treated as an item of expenditure within the meaning of Article 12(3) (f) of the Constitution of India.,True,False,,,A,(Note below 10.5.19),194.
The statement headed “Detail of Contractors closing balance” in the Works Abstract and the record of unpaid wages should be examined by disbursing officer,weekly,monthly.,quarterly,Annually,B,(10.5.20),195.
Pick the incorrect one,"Advance payments made by the Divisional Officers to the Land Acquisition Officer will be debited directly to the suspense account, “Land Acquisition” within the Works Accounts till the possession of land is received or intimation of actual payment to the owners of land is received.","This suspense head will be cleared by the Divisional Officers on receipt of the accounts along with the Land Award Statements, vouchers etc. from the Land Acquisition Officers",Clearance by debit to the final head “Acquisition of Land” in the accounts of work and credit to the suspense head “Land Acquisition”.,"If there is any delay in the land acquisition proceedings and final payment of compensation etc., the accounts of work can be closed by clearing and adjusting the amount under suspense account “Land Acquisition”.",D,(10.5.21) should be left unadjusted,196.
"Liabilities are not incorporated in the accounts of works, except in the following cases; pick the incorrect one",Unpaid balances of partly paid running account bill or must rolls are invariably incorporated.,Amount paid in excess to contractors/suppliers for work done or supplies made,"The value of materials received from sources other than stock (including manufacture) and payments to the suppliers and adjustments crediting the transfer accounts concerned, may not be made at once",Wholly unpaid muster rolls and bills of contractors and suppliers are sometimes taken to account.,B,(10.5.22_a to c),197.
The Works Abstract should be prepared in the,Sub-Divisional Office,Divisional Office,Circle Office,Pay and Accounts Office,B,(10.5.24),198.
Pick the incorrect one regarding writing up of a work abstract,"It should be posted monthly from the Cash Book and the connected bills of contractors and suppliers, cash refunds.","At the end of Month, Stock and adjustment transactions should be added, write back final charges being posted as minus entries",The closing balances of contractor’s accounts should be cross checked with the balance as per the ledger accounts of the contractors.,The closing balances arrived at under the suspense head labourers in each case should be agreed with the connected record of unpaid wages and its correctness should be got ensured from the Sub-divisional Officer.,A,(10.5.24) posted day by day and not monthly,199.
The Works Abstract should be checked and closed under the supervision of the,Engineer-in-charge,SDO,Divisional Accountant,Divisional Officer,C,(10.5.24),200.
"All the Works Abstract of a month, finally completed in all respects should be examined monthly by the Divisional Officer and any explanations necessary called for from",Engineer-in-charge,SDO,Divisional Accountant,Contractor concerned,B,(10.5.25),201.
"The permanent and collective record of the expenditure incurred in the division, during a year, on each work is the",Budget and work estimate,Work Abstract,Register of Works,Classified Abstract of Works,C,(10.6.1_a),202.
Register of Works is maintained in form,CPWA 38,CPWA 40,CPWA 44,CPWA 45,B,(10.6.1_a),203.
Register of Works is maintained,At site of work,in SD Office,in Divisional Office,in Circle Office,C,(10.6.1_a),204.
Pick the correct one regarding petty works,Not to be maintained in Register of Works but only in Works Abstract,to be maintained in both Register of Works and Works Abstract,"to be maintained in CPWA 32, Petty Work Requisition and Accounts",Both b & c,C,(10.6.1_a),205.
The Registers of Works are posted,daily,weekly,monthly,as and when a transaction takes place.,C,(10.6.2),206.
The Registers of Works are posted,Contractor’s Ledger,Cash Book,Memorandum of Payment,Work Abstract,D,(10.6.2),207.
"The posting of the Registers of Works, Form CPWA 40 should be completed and the Registers should then be laid before the Divisional Officer for review before",the close of month,before the date of submission of the monthly accounts to the Pay and Accounts Officer,before effecting any transfer entry,completion of work within schedule time,B,(10.6.3),208.
The monthly account of each work on which there has been expenditure during the month should be dated initialled by the Divisional Officer in token of his having examined the entries and found them correct,at the top of the register,at the foot of the register,in the column set apart for the purpose,In the summary of the month,C,(10.6.3),209.
Work-slip is prepared for actual and probable excess in,Total cost of work,rate of cost,either a & b or both,neither a & b,C,(10.6.3),210.
works-slips should be prepared in Form,CPWA 37,CPWA 39,CPWA 41,CPWA 42,B,(10.6.3),211.
Fill in the blanks Works slips in Form CPWA 39 should be prepared by________ and submitted to the __________,"SDO, DO","DA, DO","DO, PAO","DA, Superintending Engineer",D,(10.6.3),212.
"Whether true or false If the transactions of a division are very large, the Divisional Officer may allow an extra period of a few days for the completion of the Register of Works, Form CPWA 40 and so the submission of the monthly accounts to the Pay and Accounts Officer should be delayed on this account.",True,False,,,B,(10.6.3) submission of monthly accounts should not be delayed on this account,213.
"If there is necessarily and delay in closing the accounts of a work, no further charges are incurred without the permission of the",SDO,Divisional Officer,SE,DG (Works),B,(10.6.4),214.
"Before permitting the accounts of the work to be closed, which head/sub-head should receive special attention of the DO and also investigation if necessary by him?",Material,Contract-OT,Land Acquisition,Addl. Charges for issue of materials,D,(10.6.7),215.
The accounts of annual maintenance estimates must be closed on the last working day of the month fixed by the,Administrative Ministry/Administration concerned,DG (Works),SE,Pay & Accounts Office,A,(10.6.8),216.
Whether true or false The expenditure on account of annual maintenance incurred in the next working year should be treated as expenditure against the annual maintenance estimate for that year,True,False,,,A,(10.6.8_1),217.
"The suspense accounts of the work should be closed by transferring the balances of all those accounts to the general suspense accounts “Public Works Deposits” or “Miscellaneous Works Advances”, as the case may be",On the last day of the month,in the last month of the working year,On the last day of the following month of current working year,in the last month of the following working year,B,(10.6.8_2),218.
Pick the incorrect one regarding Register of Works,When the work is completed and the accounts of it have been settled and written up a double red ink line should be ruled below the final entries.,A note made in red ink “Work completed in ……20” should be made.,"This note should be signed by the Engineer-in-charge and it will be the authority for treating the accounts of the work as closed, and a work should not be reported as completed in the divisional accounts unless this authority has been placed on record.","If it is a Deposit Work, steps should be taken promptly to surrender the unexpended balance with the approval of the Divisional Officer.",C,(10.6.9_a & b) note to be signed by the DO,219.
"If the total expenditure on the work is in excess of the sanctioned estimate and the excess is passed by the Divisional Officer under his power, the words added to the completion note recorded should be",Excess passed by me,Excess paid by me,Excess accepted by me,Excess incorporated in estimate by me,A,(10.6.10),220.
"If amount in excess of sanctioned estimate is not within the Divisional Officer’s powers to deal, a report should be prepared in",CPWA 44,CPWA 45,Either a or b as the case may be,A simple statement,C,(10.6.11),221.
Addition of the words in the completion note in the Register of Works “Work completed in ….20 Completion Report statement submitted with this office letter No. dated 20” when,the excess is within the Divisional Officer’s powers to deal with,the excess is not within the Divisional Officer’s powers to deal with,the work is completed within the schedule time of completion,the work is not completed within the schedule time of completion,B,(10.6.11),222.
The orders passed subsequently by higher authority on the excess reported in the Completion Report or Statement should also be noted in the,Estimates of work concerned,Work Abstract,Register of Works,Standard Measurement Book,C,(10.6.11),223.
The closed accounts of a work may be reopened in order to rectify the error or omission unless the amount involved is,ten rupees or more,not more than ten rupees,fifty rupees or more,not more than fifty rupees,B,(10.6.12),224.
"State whether true or false Where the amount of error involved in respect of the account of a closed work is below the prescribed limit say Rs. 10 or less, no rectification or omission of error is permissible.",True,False,,,B,(10.6.12) in such case rectification/omission by adding a note alone.,225.
Contractor’s Ledger is maintained in form,CPWA 38,CPWA 41,CPWA 41,CPWA 43,D,(10.7.1),226.
"Find the correct one (i) A separate folio or set of folios being reserved for all the transactions with each contractor for whom a personal account is maintained. (ii) A personal account should be opened in the ledger for every contractor with whom formal contract has been entered into. (iii) A personal account should not be opened in the ledger when the work or supply entrusted to him is not important and no payment is made to him except on a First and Final bill, Form CPWA 24, on completion. (iv) If only materials are issued to the contractor or any payments are made on his behalf, a ledger account must be opened.","i, ii and iii","i, iii and iv","ii, iii and iv",All of the above,B,(10.7.1 & 10.7.2) whether a contract formal or not entered into.,227.
The contractor’s ledger should be written up,at site of work,Contractor’s office,SD Office,Divisional Office,D,(10.7.3),228.
"Find the correct one (i) It is not necessary for the sub-divisional Officer to maintain a ledger similar to contractor’s ledger in his office, but if he maintains one, the divisional office may require him to furnish extracts therefrom. (ii) The value of work done or supplies made by a contractor should not be credited to his account until his bill has been passed and payment made thereon except when a contractor’s account is to be closed (iii) Debit entries in the Ledger should be made only on the basis of transactions recorded in the accounts, the posting being made from the supporting cash, stock or adjustment vouchers, liabilities not yet liquidated should be excluded altogether (iv) The value of materials, if any, issued to a contractor should be debited to his account on the authority of his acknowledgement","i, ii and iii","i, ii and iv","ii, iii and iv",All of the above,C,(10.7.3 & 10.7.4) SD office may not require to furnish the extract.,229.
Security deposits of contractors should be recorded in the Contractor’s Ledger as,Debit entry,credit entry,Contra entry,None of the above,D,(Note below 10.7.4),230.
The total number of columns in a Contractor’s Ledger CPWA 43 is,9,10,11,12,C,(10.7.5_a),231.
Pick the incorrect regarding the column number dealing with a head of a contractor ledger,Column No. 4-Advance Payment,Column No. 5-Secured Advance,Column No. 6-Other Transactions,Column No. 7-Debit,D,(10.7.5_a) Col. 7-Name/Account of work & Particular of transaction,232.
Pick the incorrect regarding the column number dealing with a head of a contractor ledger,Column No. 7-Name/Particular of work,Column No. 8-Debit,Column No. 9-Credit,Column No. 10-Remarks,D,"(10.7.5_a) Col. 10-Total value of work/supplies, Col. 11-Remarks",233.
Match the following,Figure in Column 4 of Contractor’s Ledger (i) Figure E of CPWA 26A,Figure in Column 5 of Contractor’s Ledger (ii) Figure D of CPWA 26,Figure in Column 6 of Contractor’s Ledger (iii) Figure G of CPWA 26,Figure in Column 8 of Contractor’s Ledger (iv) Figure H of CPWA 26,B,(10.7.5_c_ii to vi),234.
"Column 9 – “Gross Transactions – Credits” – should be entered with the value of work or supplies creditable to the contractor, which will be figure",C of CPWA 26,D of CPWA 26,E of CPWA 26,F of CPWA 26,D,(10.7.5_c_vii),235.
"Column 10 – “Total value of Work or Suppliers” – In the case of Running Account Bill, here should be entered the total value of work done or supplies made up-to date, as per figure",A of CPWA 26,B of CPWA 26,C of CPWA 26,D of CPWA 26,A,(10.7.5_c-viii),236.
The ledger accounts should be closed and balanced,daily,weekly,monthly,yearly,C,(10.7.6),237.
The last entry in column 10 “Total value of Work or Suppliers” of the Contractor’s Ledger should be initialled and dated by,SDO,DA,DO,Contractor,B,(10.7.5_viii),238.
Pick the incorrectly matched one Option Class of Balance Serial Number of entry in Memorandum of Payments on class of Balance in the Running Account Bill (Form CPWA 26) a Advance Payments 2 b Secured Advances 3 c Other Transactions 4 d Other Transactions 5,,,,,C,(10.7.6),239.
Who should ensure the correctness of the Contractor’s Ledger and also further see that there is no indication of a transaction pertaining to a running account having been settled on a Form of bill not permitted to be used for the purpose?,SDO,DO,DA,Pay & Accounts Officer,C,(10.7.7),240.
"State whether true or false A contractor requiring a copy of his running account bill or an extract from his account in the Contractors’ Ledger, Form CPWA-43 should not be furnished with the same. He should, however, be encouraged to look at his account in the ledger and sign it in token of his acceptance of it.",True,False,,,B,(10.7.9) if demanded extract of his ledger account to be furnished to him.,241.
The Account relating to issue of material direct to work when contract is of labour or the work is to be done departmentally and also for land acquisition the ledger will be maintained in Form,CPWA 43,CPWA 43-A,CPWA 44,CPWA 45,B,(10.7.10),242.
Contractor’s Ledger CPWA 43 consists of 11 columns in total whereas ledger maintained to record issue of material direct to work when contract is of labour or the work is to be done departmentally and also for land acquisition consists of how many of columns?,10,11,12,13,D,(10.7.10),243.
"The cost of carriage of stock materials to site of works, and of all carriage charges, in connection with the movement, from place to place, of other materials issued to or provided specially for a work, should be debited to",the account of the division,the account of the work,the stock Account,the account of scheduled rates,B,(10.8.1_a),244.
Carriage charge for Issue of material to the promised place of delivery where the supply of departmental materials are stipulated in the contracts shall be accounted for in Works Abstract under the sub-head,Contractor’s Other Transaction,Contingency,Material,Addl. Charges for issue of materials,D,(10.8.1_a),245.
Carriage/incidental charge for Issue of material beyond the place of delivery where the supply of departmental materials are stipulated in the contracts shall be accounted for in Works Abstract under the sub-head,Contractor’s Other Transaction,Contingency,Material,Addl. Charges for issue of materials,A,(10.8.1_a),246.
Carriage/incidental charge for Issue of material direct to work and to the contractor whose contract is for labour only shall be accounted for in Works Abstract under the sub-head,Contractor’s Other Transaction,Contingency,Material,Addl. Charges for issue of materials,C,(10.8.1_a),247.
"When surplus materials are returned from a work to stock, carriage/incidental charge should be borne by",stock,Contractor,work,revenue of division,C,(10.8.1_b),248.
"When surplus materials are transferred to another work, the carriage/incidental charge may be debited to",work from which transferred,work to which transferred,either work as may be equitable,work that has larger estimate.,C,(10.8.1_a),249.
"State whether true or false In all cases, the places from and to which materials are conveyed, the distance, the quantity and the approximate weight must be stated clearly in the payment vouchers.",True,False,,,A,(10.8.1_d),250.
"The expense attendant, upon the necessary examination of the soil for the foundations of works ordered by competent authority should be treated as",outlay on works,contingent charge,Departmental charges,Special contingency.,A,(10.8.2),251.
"The expenditure incurred on ceremonies connected with the inauguration of important public works in the case of irrigation projects (Commercial), should be debited to the",Outlay of project,Revenue account of the project,Direction and Administration,Contingency of sanctioned estimates,B,(10.8.3),252.
"The expenditure incurred on ceremonies connected with the inauguration of important public works other than irrigation projects (Commercial), should be debited to the",Outlay of project,Revenue account of the project,Direction and Administration,Contingency of sanctioned estimates,D,(10.8.3),253.
Municipal or other rates and taxes on Government buildings shall be adjusted in the manner laid down in,"GFR, 2005","R&P Rules, 1983",Civil Accounts Manual,"Government Accounting Rules, 1990",D,(10.8.4),254.
Whenever the maintenance of any works under the administrative control of the Public Works Department is entrusted to the agency of another Civil Department expenditure connected with the work will be subject to the following reservations; pick the incorrect one,It is entrusted with sanction of the Administrative Ministry/Administrator Concerned,The Civil Department should be responsible to the Public Works Department to account for appropriation placed at its disposal.,The Public Works Department should retain budgetary and financial control,The Public Works Department should retain technical control through inspection.,A,(10.8.5),255.
"When the Public Works Department entrusts to the agency of a District Board, or other local body, the maintenance of Government buildings or roads, without transferring the property to the local body, the payment made to it on this account should be treated as a payment for work done by a",Central Government/PWD,Local Government,State Government,contractor,D,(10.8.6),256.
"When the Public Works Department entrusts to the agency of a District Board, or other local body, the maintenance of Government buildings or roads, without transferring the property to the local body and a lump sum payments have been agreed upon, the procedure for settling the account periodically, and for recording the cost of the works, may be simplified, with the concurrence of the",CE/DG (Work),Ministry of Urban Development,Controller General of Accounts,Chief Controller of Accounts,D,(10.8.6),257.
"State whether true or false When the Public Works Department entrusts to the agency of a District Board, or other local body, the maintenance of Government buildings or roads, without transferring the property to the local body, the payment made to it on this account should be charged to the detail heads “grants-in-aid”",True,False,,,B,(Note 1 below 10.8.6),258.
The detail heads “grants-in-aid” is intended for cash contributions made to local bodies in connection with,"roads which are either not the property of Government or being such property, have been transferred to the control of a local body","miscellaneous civil works, the cost of which, if constructed by the Public Works Department would be debitable to the minor head “Construction” and for the financial assistance given to these bodies, in the form of expenditure incurred in the Public Works Department on a work constructed by the department on their behalf.",Both of the above,Neither of the above,C,(Note 1 below 10.8.6),259.
