question,option_a,option_b,option_c,option_d,answer,hint,srno
Pick the incorrect one,All Survey Reports of Stores (Form C.P.W.A 18) and Sale Accounts (Form C.P.W.A 19) must also accompany the Monthly Account.,"Sale Accounts in support of cash credits to Stock should be attached to the Stock Account, Form C.P.W.A 73",Survey Reports and Sale Accounts in support of other credits to Stock should be attached to the schedule dockets pertaining to the works or,"Accordingly, all Tools and Plant indents Form C.P.W.A 14, should accompany the monthly accounts",D ,Not of all T&P but only special T&P 22.4.17 (d),111.
"Pick the correct one (i) The DO is required to sign not only the Monthly Account but also all the schedules etc., accompanying it. (ii) It is not necessary that the Divisional Accountant should sign all these documents; he must, however, sign the Monthly Account and the List of Accounts Form C.P.W.A 83, (iii) When the DO is absent from HQ at the time of submission of MONTHLY Accounts, as soon as he can examine his books and papers on return, a report in Form C.P.W.A 84 (with a duplicate copy of the Monthly Account signed by himself) shall be submitted to PAO (iv) Without this report the PAO will not pass the Monthly Account finally.","i, and ii",iii and iv,"i, ii and iii",All of the above,B ,(i) DA not DO (ii) DO not DA 22.4.18,112.
State whether true or false The Contingent Bill must invariably be signed by the Divisional Accountant,True,False,,,B ,By DO 22.4.18,113.
Pick the correct regarding special attention in connection with the accounts for March,The entry of the closing cash balance should be supported by the original cash Balance Reports (Form C.P.W.A 5) of all Disbursing Officers including the Divisional Officer,"A certificate of the Divisional Officer to the effect that he has obtained on or after 31st March and retained in his office an acknowledgement from the officer or subordinate concerned, in respect of each item of imprest or temporary advance shown in the Cash Balance Reports of the Division for 31st March.",Both of the above,Neither of the above,C ,22.4.19,114.
"Before transmission to the Accounts Officer, the Original Cash Balance reports of sub-ordinate disbursing officers should be initialed by the",SDO,DA,DO,None,C ,Note_22.4.19,115.
"The Schedule of Deposits, Form C.P.W.A 79 should be accompanied by the Account of Interest-bearing Securities, Form C.P.W.A 86,",Monthly,Quarterly,Six monthly,Annually,D ,22.4.19(d),116.
"The registers and schedules relating to the suspense and deposit heads of account and the Contractors’ Ledger, Works Abstract, Schedule Docket, Register of Works and License Fee Register should be reviewed",Monthly,Quarterly,Six monthly,Annually,A ,22.4.20,118.
Special steps should be taken with a view to bring about all possible reductions in the number and amounts of outstanding items at the close of the year,In Sep or early Oct,In Dec or early Jan,In Jan or early Feb,In Feb or early March,D ,22.4.20,119.
"A consolidated certificate in respect of the balances, other than cash, should be forwarded to the Accounts Officer in Form",C.P.W.A 88,C.P.W.A 89,C.P.W.A 90,C.P.W.A 91,D ,22.4.20,120.
"The time within the submission of Monthly Accounts for March, a consolidated certificate in respect of the balances, other than cash, should be forwarded to the Accounts Officer",Two Weeks,Three Weeks,Four Weeks,Six Weeks,D ,22.4.20,121.
"State whether true or false While submitted the consolidated certificate in respect of balances other than cash, if the closing balance under any head is nil, a certificate to this effect should not be furnished.",True,False,,,B ,Note_22.4.20,122.
"State whether true or false The March Supplementary should be closed on the 20th May of the following year or on such other date, as may be prescribed by the concerned PAO",True,False,,,B ,Prescribed by CCA and not by PAO 22.4.22,123.
The Supplementary Account of the year should be submitted to the Accounts Officer on or before 1st June or any such date prescribed by,DG (Works),Accounts Officer,CCA,CGA,B ,22.4.23,124.
Pick the incorrect regarding submission of Misc. Returns to Accounts Officer( Misc. Return: Period of Submission ),Certificate regarding the completion of the Register of Licence Fee Register and revision of Licence Fees in Form C.P.W.A 75-B.: Monthly,Lists of items outstanding for more than six months under the suspense heads ‘Material Purchase Settlement Suspense Account’ and ‘Miscellaneous Works Advances’ alongwith the Monthly Accounts (to be attached to Form C.P.W.As 69 and 70) : Half Yearly,Statement in Form C.P.W.A 76-B showing the outstanding which are unsettled for more than 4 months under “Cash Settlement Suspense: Accounts” along with the monthly accounts (to be attached to Form C.P.W.A 76-A): Half yearly,None,D ,22.4.24,125.
"Pick the correct ones (i) If an item in the accounts which properly belongs to a revenue or expenditure head is classified wrongly under another revenue or expenditure head, the error may be corrected at any time before the accounts of the year are closed (ii) Once the accounts of the year are closed, no correction is admissible it being sufficient to make a suitable note of error against the original entry (iii) If the error affects the receipts and disbursement of another Govt or a transaction of commercial department it should be corrected by transfer in all cases as soon as the error is discovered. (iv) All errors affecting debt (including suspense) and remittance heads must be corrected, however old they may be.","i, ii and iii","i, iii and iv","ii, iii and iv",All of the above,D ,22.4.25 (a) & (b),126.
"If an error be detected after submission to the Pay and Accounts Officer of the Divisional Officer’s Supplementary Account of the year, it should nevertheless be reported to the Chief Controller of Accounts for instructions unless the amount be not more than",ten rupees.,Twenty Five,One Hundred,One thousand,A ,Note 2_ 22.4.25(a),127.
Pick the correct ones,"All corrections in accounts which may be advised by the PAO should, after verification, be carried out in all relevant records, the entries being made in red ink (quoting the audit note or other advice) and attested by the dated initials of the Divisional Officer",The Divisional Accountant is responsible that all corrections advised by the PAO are specially brought to the notice of the Divisional Officer.,Both of the above,Neither of the above,B ,Attestation and dated initial by DA 22.4.26 & Note below it,128.
"If the maintenance of such supplementary accounts is necessary for audit purposes, and no form has been prescribed by the C&AG, the Chief Controller of Accounts will determine the required forms in consultation with",PAO,CGA,C&AG,Govt,B ,Note 1_22.4.27,129.
"If proforma accounts are required for administrative purposes, the accounts will be maintained in such form as may be agreed upon between",PAO and Division,CCA and CGA,CCA and C&AG,CCA and Govt,D ,Note 1_22.4.27,130.
If the proforma account relates to transactions of two or more divisions the compilation of it is undertaken by the,DOs,SE,PAO,CCA,C ,Note 2_22.4.27,131.
If the proforma account relates to transactions of two or more divisions the compilation of it is undertaken on the information furnished by,DOs,SE,PAO from monthly accounts,CCA,A ,Note 2_22.4.27,132.
"Pick the correct ones (i) A pro-forma account relating to a single division will be prepared by the Divisional Officer and if it is an account prescribed by an administrative authority, the Pay and Accounts Officer may not be required to check it except in pursuance of an arrangement agreed upon between him and Government. (ii) If for the purposes of any pro-forms account which the Pay and Accounts Officer is required to prepare or check, it is necessary to determine the charges incurred on a particular work or service, or a group of works or services, the expenditure thereon should be booked separately in the general accounts, even though, under rule, it may not be customary to estimate or account for such expenditure separately. (iii) Detailed instructions in this connection will be issued by the Chief Controller of Accounts in consultation with Government, where necessary. (iv) The proforma accounts showing the results of the working of irrigation, etc, projects, productive as well as unproductive for which capital accounts are kept, are prepared annually by the Pay and Accounts Officer.","i, ii and iii","i, iii and iv","ii, iii and iv",All of the above,D ,22.4.28 & 22.4.29,133.
"State whether true or false Preparation of annual proforma accounts by PAO showing the results of the working of irrigation, etc, projects, productive as well as unproductive for which capital accounts are kept. Are known as Administrative Accounts of Irrigation, Navigation, Embankment and Drainage Works",True,False,,,A ,22.4.29,134.
The above proforma accounts is prepared in accordance with the rules prescribed in,CPW Departmental Code,GFR,R&P Rules,GAR,D ,22.4.29,135.
"The Divisional Officer should review from time to time the several registers, books and accounts, as are maintained in the divisional and sub-divisional offices and should record the same in Form",CPWA 91,CPWA 93,CPWA 95,CPWA 96,D ,22.4.31,136.
