question,option_a,option_b,option_c,option_d,answer,hint,srno
"Where there are no transactions against a particular State during a month,",No outward settlement account should be despatched to the AG or AO concerned,a 'NIL' outward settlement account should invariably be despatched to the AG or AO concerned),It is at the discretion of the AG that a 'NIL' outward settlement account should be despatched to the AG or AO concerned or not.,It is at the mutual consent of the AsG that a 'NIL' outward settlement account should be despatched to the AG or AO concerned or not.,B ,,112.
Pick the correct one,The Outward Settlement Account shall be prepared in Form AC 7,The Outward Settlement Account shall consist of a copy of the monthly advice of adjustments sent to the RBI supported by schedules of credits and debits and connected vouchers or other documents working up to the net credit or debit advised to the RBI,The schedules accompanying the Account with suitable modifications may be prepared in AC 7,All of the above,D ,,113.
Pick the incorrect one,All transactions should be detailed in the schedules accompanying the settlement Account but in the case of cheques and remittances of Public Works Officers it should be sufficient to state the amount paid or received at each treasury on account of each Public Works Division,The schedules should be supported by treasury consolidated receipts and paid cheques,Neither A nor B,Both A&B,C ,,114.
Public Works Outward items which represent charges for work done should be supported by certificate in a form prescribed by the,State Government on advice of AG,President on advice of CAG,CAG on the advice of the CGA,Central Government on advice of CAG,B ,,115.
"In respect of Provident Fund transactions relating to Inter-State Settlement Account, the particular should be furnished to",Account Current in separate subsidiary schedules in AC 8 by Departmental audit & Other Sections,Departmental audit & Other Sections in separate subsidiary schedules in AC 8 by Account Current,Fund Section in separate subsidiary schedules in AC 8 by Account Current,Departmental audit & Other Sections in separate subsidiary schedules in AC 8 by Fund Section,A ,,116.
Personally responsible to see at the time of signing the settlement Account that subsidiary schedules and the covering list have been duly attached in proper form is,Group Officer,Accountant General,Section officer of Account Current,Branch officer of Account Current,D ,,117.
If the Accountant General finds any item which he cannot accept,"he/she should re-credit or re-debit it to the originating Accounts Officer after obtaining his/her consent where the same is clearly established, no need of consent is required",he/she should re-credit or re-debit it to the originating Accounts Officer without obtaining his/her consent.,he/she should re-credit or re-debit it to the originating Accounts Officer after obtaining his/her consent even in case where the same is clearly established,he/she cannot re-credit or re-debit it to the originating Accounts Officer at his end,A ,,118.
When a charge is paid in one account circle and is passed on through the settlement Accounts to be adjusted in another circle responsible for obtaining a voucher will be,the AO where the charge is to be adjusted,the AO of the paying circle,either A or B,Both A&B,B ,,119.
"Where the Government renders services or supplies stores to another Government, the AG of the Government which renders services or supplies should take credit for the supply in his accounts and initiate necessary adjustments against the balance of the other Government.",True,False,,,A,,120.
"Cash remitted into, or cheques drawn on treasuries in a State by Public Works and Forest Officers belonging to another State should be brought to account in the accounts of those officers under the head",8658,8670,8782,8786,C ,,121.
"Cash remitted into, or cheques drawn on treasuries in a State by Public Works and Forest Officers belonging to another State should be brought to account in the accounts of those officers under the head 8782 shall and cleared by the AG to whom the Public Works and Forest Officers render accounts, when the corresponding credits and debits received through the settlement Account.",True,False,,,A ,,122.
When a State AG receives intimation that an advance has been paid in another State to a Government servant under his audit control he/she should,debit 8658,credit 8658,credit pay and allowances,credit 8782,B ,,123.
"If any voucher/particular are wanting or if an item is not prima facie adjustable against the State, the necessary particulars in respect of such items should be entered in",an objection Book in Form A.C. 10 and the same is communicated to the other AG through an objection Statement,an objection Book in Form A.C. 11 and the same is communicated to the other AG through an objection Statement,a protest Register in Form A.C. 11 and the same is communicated to the other AG through an objection Statement,a protest Register in Form A.C. 10 and the same is communicated to the other AG through an objection Statement,A ,,124.
Individual items of credits and debits included in the schedules etc. should be,posted in consecutive series in single Inward Adjustments Registers in Form A.C. 11 for both credit and debit items,posted in consecutive series in two Inward Adjustments Registers in Form A.C. 11 one for credits and the other for debit items,posted in consecutive series in single Inward Adjustments Registers in Form A.C. 11 for both book transfer and cash settlement items,posted in consecutive series in two Inward Adjustments Registers in Form A.C. 11 one for book transfer and the other for cash settlement items,B ,,125.
Pick the correct one,"In respect of items which are adjustable under heads which have been opened in departmental abstracts, Suspense slips should be prepared in the Form A.C. 12",The Suspense slips should be entered in an outward Suspense slips Register in Form AC 13 and the suspense slips together with supporting vouchers or other documents should then be sent to the Departmental Auditor concerned for necessary adjustment in the Departmental Abstract,Both A&B,None of the given,C ,,126.
Pick the correct one,"On receipt of Register of Suspense Slips duly signed by the Section Officer, column of Inward Settlement Register should be posted in Column 4 to 8 by Departmental Auditor concerned","Items which are susceptible of adjustment, but cannot be treated as finally settled and placed under objection should be posted in Inward Settlement Register in columns 9 and 10",Both A&B,None of the given,A ,,127.
"Items held under objection not adjustable by the State and those which are prima facie adjustable in the books of the State, but vouchers or particulars to determine the Major head or Department against which the items are to be adjusted, are not available should be classified under the Head",8658 Suspense Accounts-Civil-Objection Book Suspense,8658 Suspense Accounts-Civil-Unclassified Suspense,8680-General Miscellaneous Services,8663 Accounting Adjustments Suspense,B ,,128.
"Items in respect of which the Department or Major head is clear from the schedules, but full particulars or vouchers are not available to determine the minor and detailed heads of account should be adjusted under the relevant Deptt Adjusting A/c or other head",True,False,,,A ,,129.
Pick the correct one,"After verification that each item in the Adjustment Registers has been classified, the total of the column 'Adjusted' should be struck, and the difference between the totals of the debit and credit Adjustment Registers should be worked out and agreed with the net credit or debit advised in the Inward Settlement",This difference should be adjusted as deduct entry Account under the head 'Central Accounts Office-Reserve Bank Suspense' in the relevant Adjustment Register,The amount adjusted from the Adjustment Register should be posed in Settlement Account Abstract in Form AC 14,All of the above,D ,,130.
Settlement Account Abstract shall be,posted only from the Adjustment Register and not from the schedules accompanying the inward account or from any other documents,posted only from the schedules accompanying the inward account and not from the Adjustment Register,posted from the Adjustment Register and from the schedules accompanying the inward account,posted from the Detail Book and not from Adjustment Register and the schedules accompanying the inward account,A ,,131.
Pick the correct one i. Every item of Settlement Account which is not finally disposed of should be entered in an objection statement (AC 15) and in the objection Book (AC 10) with suitable modification ii. The serial numbers of items of previous months still outstanding should be entered at the beginning of each objection statement and the objection Book. iii. The debit items should be entered first and then the Credit items. iv. The procedure for the upkeep of the objection Book and for watching the adjustment of items entered in it will be such as may be prescribed by the Accountant General,"ii, iii and iv","i, ii and iii","i, ii and iv",All of the above,B ,,132.
Major and Minor Head for Reserve Bank of India Remittance is,8999-103,8782-103,8782-105,8999-105,C ,,133.
The receipts and payments on behalf of the RBI are required to be cleared with the Bank,monthly,Daily,weekly,fortnightly,B ,,134.
"The schedules of receipts and payments on account of telegraphic transfers, drafts, etc. received by the Accountant General as far as possible, be forwarded to the Bank",on the same day,on the next working day,within two working days,within a week,A,,135.
Schedules of receipts and payment received from treasuries and sub-treasuries should be listed in a special form of advice prescribed by the,CAG,AG,State Government,RBI,D ,,136.
Schedules of receipts and payment received from treasuries and sub-treasuries should be listed in a special form of advice,The list should be prepared in triplicate by carbon process,The list should be prepared in triplicate in ink and not by carbon process,The list should be prepared in duplicate by carbon process.,The list should be prepared in duplicate in ink and not by carbon process,C ,,137.
"Disposal of list accompanied with Schedules, vouchers etc. should be","One copy of each list accompanied with Schedules, vouchers etc. should be forwarded to the CAS, RBI and other to AG/AO concerned","One copy of each list accompanied with Schedules, vouchers etc. should be forwarded to the CAS, RBI and other is retained as office record","Two copies of each list accompanied with Schedules, vouchers etc. should be forwarded to the CAS, RBI and other is retained as office record","One copy of each list accompanied with Schedules, vouchers etc. should be forwarded to the CAS, RBI, one copy to AG/AO concerned and third is retained as office record",B ,,138.
"For adjustment of transactions of particular month in the same month, all advices relating to that month should be communicated to the Bank not later than the",7th of the following month,10th of the following month,15th of the following month,25th of the following month,A ,,139.
Pick the correct one,The total debits and credits as worked out in the lists should be posted in part II A of the Register of Adjustment with the Reserve Bank in Form AC 3,"On receipt of intimation of adjustment from Bank, the amount adjusted by bank should be debited or credited to 8675 and contra credited or debited to 8658 as the case may be.",Suitable entry in Part IIIA of the Register of Adjustment with the Reserve Bank should also be made,All of the above,C ,,140.
"At the close of the month, net debits and credits so worked out in Part III A of the Register of Adjustment with the Reserve Bank in Form AC 3 should be agreed with the corresponding figures","under the head ""RBI Remittances' in the Consolidated Abstract","under the head ""RBI Remittances' in the Classified Abstract","under the head ""Deposit with the RBI in the Detail Book","under the head ""RBI Remittances' in the Detail Book",D ,,141.
The agreed debits and credits between Part III A of the Register of Adjustment with the RBI in Form AC 3 and Detail Book should,be posted in lump in the appropriate column at the end of Part IV of the Register,"agree with the net adjustment under the head ""8675-Deposits with RBI",Both A&B,None of the given,C ,,142.
"The discharge of payments of interest on Central Govt. Security, Promissory Notes etc. occurring in State Treasuries shall be adjusted by","book transfer through CAS, RBI",Cash settlement through cheque/draft,either A or B as desired,Both A&B,B ,,143.
"Inter-state transaction adjustable by cash settlement i. Expenditure and receipts on National Highways, occurring in State Public Works, Roads or Highways Divisions, which are initially brought to account as State transactions by the AG under PAO Suspense and adjustable by PAO National Highways"". ii. Certain receipts like welfare cess on Coke or Coal (despatched otherwise than by Railways) occurring in Bihar Treasuries which are adjustable in the accounts of Ministry of Labour, GoI. iii. Recoveries (GPF, HBA & Conveyance) initially effected from pay bills of Central Government employees on deputation with State Governments iv. Pension transactions of Railways and Defence and other Defence transactions occurring directly in State Treasuries","i, ii and iii","ii, iii and iv","i, iii and iv",All of the above,D ,,144.
"For cash settlement, a Register of Outward Claims shall be prepared in where separate folios or sets of pages are utilised for each Pay and Accounts Office or other Accounts Office of the Ministry Department concerned",AC 16,AC 17,AC 18,AC 19,A ,,145.
The Register of Outward Claims should contain minor/sub-head of the appropriate Suspense' head under which the transactions in the initially accounted for in the State Section of accounts in the relevant Classified Abstracts/Detail Book,True,False,,,A ,,146.
Bank drafts/cheques when received either from the Bank or from PAO/AO should first be noted in a,Register of Negotiable Instruments,Register of Valuables,Register of Cash Equivalent,Register of Commercial Paper,B ,,147.
"For transactions pertaining to a State Govt. occurring in PAO/AO, the necessary claims or cheques/bank drafts, as the case may be, shall be sent to the AG concerned at such prescribed intervals not exceeding",one year,six-month,one quarter,one month,D ,,148.
The claims of inter-state settlement are required to be settled,within 7 days of receipt of each 'such claim and in any case before the 15th of the second succeeding month to which the claims relate,within 10 days of receipt of each 'such claim and in any case before the 10th of the second succeeding month to which the claims relate,within 7 days of receipt of each 'such claim and in any case before the 10th of the second succeeding month to which the claims relate,within 10 days of receipt of each 'such claim and in any case before the 15th of the second succeeding month to which the claims relate,C ,,149.
"In respect of claims for the month of March, settlement of claims should be effected by the",15th April,12th April,25th April,10th April,A,,150.
"With certain exception, no monetary settlement will be resorted to in all cases of claims in each case for transactions on account of supplies made or services rendered by one Govt. to another not exceeding",Rs. 5000/-,Rs. 1000/-,Rs. 2500/-,Rs. 1500/-,B ,,151.
Exception where no relaxation to Monetary Settlement is allowed,Claims relating to Commercial Departments/undertakings of a Govt. which are required to work to a financial result for services rendered or supplies made to or by them,"Incidence of charges i.e. leave salary, pension etc. arising out of inter-Government deputation of individual Govt. servants",Both A&B,None of the given,C ,,152.
Pick the incorrect one,The AG of States are normally authorised to debit the Central Government by sending advices to the Reserve Bank,"AG can withdraw amount erroneously credited to Central Govt. an account of repayment of loans and interest in an earlier advice by sending supplementary advice to CAS, RBI with a requisite certificate in this regard",It is also certified that withdrawn are being furnished to Chief Controller of Account/Principal Accounts Officer of Central Ministry/Department concerned,None of the given,A ,,153.
Pick the correct one,"Though the Union Territory Governments with legislature have separate consolidated funds of their own, they have separate balances with the Reserve Bank under the Major Head 8675","Though the Union Territory Governments with legislature have separate consolidated funds of their own, they have no separate balances with the Reserve Bank, such balances being treated as Deposits with the Central Government under the head 8450.","Though the Union Territory Governments with legislature have separate consolidated funds of their own, they have separate balances with the Reserve Bank under the Major Head 8676","Though the Union Territory Governments with legislature have separate consolidated funds of their own, they have no separate balances with the Reserve Bank, such balances being treated as Deposits with the Central Government under the head 8449.",B ,,154.
Payments of Grants/Loans by the Central Ministries Departments to the UT and its repayment by the UT is settled through,"Book transfer by issuing advice to CAS, RBI",cash settlement by issuing cheque/draft,either A or B as desired by the Central Ministries/Department,either A or B as desired by the UT Government,B ,,155.
The AG concerned will operate the several minor heads connected with the Cash Settlement with the PAO of Central Ministries/Departments under Major Head 8658 in respect of UT Govt.,whose accounts have been departmentalised,whose accounts have not been departmentalised,in all cases whether their accounts have been departmentalised or not,where so directed by the Union Government in consultation with the CAG,B ,,156.
The income tax recoveries effected from the bills paid by the treasuries/State Govt./HQ PAO/State Government departmental office rendering compiled accounts to the AG shall be classified in the State Section of Accounts under Major 8658 under Minor Head,107-Cash Settlement Suspense Account,108-Public Sector Bank Suspense,112-Tax Deducted at Source Suspense,101-Pay and Accounts Office-Suspense,C ,,157.
Pick the correct one,"After the monthly accounts are closed, a cheque duly supported by a Statement in duplicate for the total amount booked under the TDS Suspense shall be sent by the AG to the Principal Accounts Officer of the CBDT.",The Statement shows the figures pertaining to each treasury/PAOs/Departmental officer rendering compiled accounts to AG.,Both A&B,None of the given,B ,,158.
Pick the correct one,"Detail Book is maintained for consolidation of DDR transaction as appearing in the Treasury Cash Accounts, Lists of Payments and in the Departmental and other abstracts in AC 21",Separate Detail Book should be maintained for Central and State transaction,"Consolidation of monthly accounts should not be delay for late receipt of accounts from rendering agencies and so if the account of any month is received too late to incorporate in the account, a note of omission should be recorded distinctly in RED INK below the month’s entries in Statement of Disbursers’ Account in AC 2",All of the above,D ,,159.
"State whether true or false When an account not received in the previous month are posted in the Detail Book and the Statement of Disbursers Account of the next month, a note should be made against the entries giving reference to the month to which they relate. With the approval of the AG, the figures of the two months be combined into a single set of entries.",True,False,,,B ,,160.
Pick the incorrect one,"The Detail Book (Form A.C, 21) shall be arranged in horizontal rows, of which the first two rows on each folio or page shall show the period of account and the name of the district or of the departmental or other abstract.",The remaining columns represent the entries which appear in that abstract under each head of account,The Detail Book should be so arranged as to provide sufficient space under each heading for the consecutive entry of twelve months' transactions (April to March Final),None of the given,A ,,161.
Detail Book consists of,six parts,four parts,three parts,two parts,D ,,162.
"Part of the Detail book utilised in consolidating the Debt, Deposit and Remittance figures appearing in the various Departmental and other abstracts is",Part I,Part II,Part III,Part IIA,B ,,163.
Part of the Detail book utilised for compiling the treasury transactions direct from the Cash Accounts and Lists of Payments is,Part III,Part II,Part I,Part IV,C ,,164.
Pick the correct one,The grand totals of receipts and disbursements in Part I of the Detail Book should then be agreed with the Statement of Disbursers' Accounts,"The postings in the Detail Book both total & Heads as well should be checked independently with the entries ln the Cash Account, List of Payments, or the Departmental or other abstracts",Both A&B,None of the given,C,,165.
Pick the incorrect one,"The transfers entry of each month are posted in the Detail Book without reference to the amount of the month's transactions under the sub/detailed heads concerned, the result may be a minus entry, which will pass in red into the Consolidated Abstract and reduce the total of the minor head","If a minus entry under a sub/detailed head exceeds the aggregate of the plus entries for the current month the same minor head, the net entry for the minor head also will be a minus one in red ink both in the Consolidated Abstract and in the Ledger.",Under no circumstance a major head may appear in Minus in any month,None of the above,C ,,166.
"After the Consolidated Abstract is closed, the totals of the receipts and payments recorded in it should be checked against the totals in the",Statement of Disbursers’ Account,Detail Book,Classified Abstracts,Cash Book,B ,,167.
Abstract of Major Head showing the receipts and disbursements by major heads during and to the end of the month is prepared from,Consolidated Abstract of DDR Heads and the Departmental Consolidated Abstracts,Detail Book and Consolidated Abstract of DDR Heads,"Detail Book, Statement of Disbursers’ Accounts and Consolidated Abstract of DDR Heads","Cash Accounts, List of Payment and Detail Book.",A ,,168.
The total figures in the Abstract of Major Head Totals should agree with the,Detail Book,Consolidated Abstract of DDR,Departmental Consolidated Abstract,Statement of Disbursers’ Accounts,D ,,169.
The closing cash balance of Government as worked out in the General Statement of Account should be reconciled with the balances shown in the,Cash Accounts rendered by Treasury Officers,"the Statement of closing balances received from the CAS, RBI",Both A&B,Departmental Consolidated Abstract,C ,,170.
State whether true or false Any difference between the account balance shown in the General Statement of Account and the grand total of the cash balance report should be explained in a note to be added to the former.,True,False,,,A ,,171.
Abstract of Major Head shall be prepared,in single abstract for both Central and State transactions,separately for Central and State transactions,in either single abstract for both Central and State transactions or separately for Central and State transactions as mutually agreed between Central and State Government.,in either single abstract for both Central and State transactions or separately for Central and State transactions as mutually agreed between Central Government and the CAG,B ,,172.
There will be ordinarily only entries relating to the total receipts and disbursements of the month which should agree with each other in the General Statement of Accounts pertaining to,State Abstract of Major Head totals,Central Abstract of Major Head totals,UT abstract of Major Head totals,All of the above,B ,,173.
"The accounts of each month must be completed, carefully checked and signed punctually on or before the",15th of the following month,4th of the following month,15th of Second following month,4th of Second following month,D ,,174.
"The accounts for month of March must be completed, carefully checked and signed punctually on or before the",25th April of following year,15th of May following year,30th April of following year,20th of May following year,B ,,175.
The books remain open for adjustments and transfers for March Supplementary Accounts until the,20th May of the following year,31st May of the following year,20th June of the following year,30th June of the following year,D ,,176.
Statement of Central Transactions means,Statement showing the Central Transactions appearing in the books of State furnished by the AG to CGA for the purpose of compilation of the Finance Accounts of the Central Government,Statement showing the Central Transactions appearing in the books of State furnished by the AG to CAG for the purpose of compilation of the Finance Accounts of the Central Government,"Statement showing the Central Transactions appearing in the books of State furnished by the AG to CAS, RBI for book adjustment.",Statement showing the Central Transactions appearing in the books of State furnished by the AG to State Government concerned,A ,,177.
The form and by the date of Statement of Central Transactions is prescribed by,AG,CAG,CGA,President,C ,,178.
Statement of Central Transactions is prepared by,Major and Sub Major Heads,"Major, Sub-Major and Minor Heads","Major, Minor and Detailed Heads","Major, Sub Major, Minor and Detailed Heads",B ,,179.
With regard to Statement of Central Transactions the accounts of each financial year shall be kept open by Accountants General till,15th September of the following year,30th September of the following year,15th October of the following year,31st October of the following year,A,,180.
"If it is impossible to have any expenditure booked in the accounts of the year to which it relates, owing to the fact that the actual incidence of the expenditure is under dispute, it ought to be debited to the accounts of the year",to which it relates,in which the final decision is taken,either A or B,initially in which the final decision is taken and finally to the year to which it relates,B ,,181.
"Pick the correct one i. No alteration should be made in the Detail Book, Departmental Classified Abstracts or Consolidated Abstracts of any month after they have been closed ii. When errors are discovered in the same year, involving a correction, the necessary corrections should be made by a formal transfer entry iii. Corrections between sub/detailed heads under the same minor head should also be made by formal transfer entry. iv. A formal transfer entry is not required if the error affects only Revenue or Expenditure heads affecting the same Govt. and the amount involved does not exceed ten (10) rupee.","i, ii and iii","ii, iii and iv","i, ii and iv",All of the above,C ,,182.
No formal transfer entry for corrections between minor heads arising after the despatch of the Statement of Central Transactions should be made for amounts less than,Rupees ten thousand (10000),Rupees five thousand (5000),Rupees two thousand (2000),Rupees one thousand (1000),D ,,183.
Corrections between minor heads arising after the despatch of the Statement of Central Transactions should be made,"In cases where the total of transfer entry on either side is more than Rs. 1000/ even if the effect on minor head is less than Rs. 1000, the correction should be made by a formal transfer entry order",Error affecting the accounts of the same Government should not be made by formal transfer entry,Both A&B,None of the given,C ,,184.
"Transfer entry is required for i. to correct an error of classification in the original accounts ii. to adjust, by debit or credit to its proper head, an item outstanding under a debt, deposit or remittance head iii. to adjust inter-departmental and other transactions which do not involve the receipt or payment of cash iv. to classify items pertaining to more than ono head of account under a single head of account in the first instance than to classify them under each head of account from the beginning","i, ii and iii","ii, iii and iv","i, ii and iv",All of the above,D ,,185.
Transfer entries should be prepared in Form,AC 23,AC 32,AC 30,AC 27,A ,,186.
Pick the incorrect one,On one side of every transfer entry there should be only one major head to which there may be a debit by credit to sundry heads or vice versa,Debit should not be taken against sundry head by credit to sundry heads,"As a general periodical adjustment should be made monthly, but if AG feels inconvenience in monthly adjustment, he may postpones it to quarterly or half yearly",None of the given,C ,,187.
"Annual and half-yearly transfers should, as a rule, be avoided unless authorise by",CGA,CAG,AG on the advice of the CAG,CAG or Govt. on advice of CAG,D ,,188.
An error in account may be corrected at any time before account of year is closed,If an item which properly belongs to a Revenue or Expenditure head is wrongly classified under another Revenue or Expenditure head in the accounts of the same Government.,If an item which properly belongs to a Revenue or Expenditure head is wrongly classified under another Revenue or Expenditure head in the accounts whether the same Government or other Governments.,"If an error affecting a debt, deposit or remittance head in the accounts of the same Government","If an error affecting a debt, deposit or remittance head in the accounts of the same Government or other Governments",A ,,189.
An error in account may be corrected whether account of year is closed or not and irrespective of the amount involved and oldness in cases where,"the error affects the receipts and disbursements of another Government, or the transactions of a Commercial Department","the error affecting a debt, deposit or remittance head must be corrected by transfer entry",Both A&B,None of the given,C ,,190.
"State whether true or false After the accounts are closed, no correction is admissible, it being sufficient to make a suitable note of the error against the original entry",True,False,,,A ,,191.
"If the accounts of the year in which the error took place are not closed, the correction should be made by the removal of the item from the head under which it was wrongly taken to head to which it properly belongs by a",plus entry of debit or credit,minus entry of debit or credit,contra entry of debit or credit,Any of the above,B ,,192.
"An item credited to a debt, deposit, suspense or remittance head instead of to a revenue head and error was detected BEFORE the close of the account of the year, rectification will be made by",debit DDR head and credit revenue head concerned,minus debit DDR head and minus credit revenue head concerned,credit DDR head and credit revenue head concerned,minus DDR head and credit revenue head concerned,D ,,193.
"An item credited to a debt, deposit, suspense or remittance head instead of to a revenue head and error was detected AFTER the close of the account of the year, rectification will be made by",debit DDR head and credit revenue head concerned,minus debit DDR head and minus credit revenue head concerned,credit DDR head and credit revenue head concerned,minus DDR head and credit revenue head concerned,A ,,194.
"An item debited to a debt, deposit, suspense or remittance head instead of to an expenditure head and error was detected BEFORE the close of the account of the year, rectification will be made by",credit DDR Head and debit the expenditure head concerned,debit DDR Head and credit the expenditure head concerned,minus debit DDR Head and debit the expenditure head concerned,minus debit DDR Head and minus credit the expenditure head concerned,C,,195.
"An item debited to a debt, deposit, suspense or remittance head instead of to an expenditure head and error was detected AFTER the close of the account of the year, rectification will be made by",debit DDR Head and credit the expenditure head concerned,credit DDR Head and debit the expenditure head concerned,minus debit DDR Head and debit the expenditure head concerned,minus debit DDR Head and minus credit the expenditure head concerned,B ,,196.
"An item credited to a revenue head instead of to a debt, deposit, suspense or remittance head and error was detected BEFORE the close of the account of the year correction should be made by",debit revenue head and minus debit DDR head concerned,minus debit revenue head and credit DDR head concerned,debit revenue head and credit DDR head concerned,minus credit revenue head and credit DDR head concerned,D ,,197.
"An item credited to a revenue head instead of to a debt, deposit, suspense or remittance head and error was detected AFTER the close of the account of the year correction should be made by",debit revenue head and minus debit DDR head concerned,minus debit revenue head and credit DDR head concerned,debit revenue head and credit DDR head concerned,minus credit revenue head and credit DDR head concerned,D ,,198.
"An item debited to an expenditure head instead of to a debt, deposit, suspense or remittance head and error was detected AFTER the close of the account of the year correction should be made by",debit DDR head and credit departmental revenue head concerned,debit DDR head and minus credit departmental revenue head concerned,debit DDR head and credit expenditure head concerned,debit DDR head and minus debit expenditure head concerned,A ,,199.
"In the case of a department not having corresponding receipt head, the major head to be considered for department receipt will be",0070- Other Administrative Services,0075-Miscellaneous General Services,8680- Miscellaneous Government Accounts,8658-Suspense Account,B ,,200.
"After the accounts of the year are closed, corrections or transfers affecting capital major heads should usually be effected without financial adjustment by alteration of progressive figures, without passing the debit and credit entries through the account of the year’s financial transactions unless",the amount involved is more than rupees 1000/-,the amount involved is 10% or more of the total capital outlay,they affect the account of different Govt.,All of the above,C ,,201.
Pick the correct one,A transfer Entry Number Book in Form A.C. 24 should be maintained in each audit or accounts section,The Transfer Entry Number Book for Central transactions should be kept separate from that for State transactions,"The entries proposed by the several sections should be numbered serially by each, a distinctive letter being used by each section and these numbers entered in their respective Number Books",All of the above,D ,,202.
The number to be given to transfer entry received from another section should be expressed as a,fraction where numerator denotes originator and denominator receiver,fraction where numerator denotes receiver and denominator originator,combination of alphanumeric series where alphabet denotes originator and number receiver,combination of alphanumeric series where alphabet denotes receiver and number originator,A ,,203.
The addition or deduction which should be posted in Departmental Abstracts or the Detail Books on account of the transfer entries should be worked out from the separate transfer entries of all sections by preparing a Combined Transfer Ledger & Abstract in,AC 24,AC 25,AC 31,AC 32,B ,,204.
Pick the incorrect one,"In the case of revenue and expenditure heads, it is the net debit or credit under the head in the Combined Transfer Ledger that appear as a debit or credit in the Abstract.","In the case of debt, deposit or remittance heads, the gross credit and the gross debit should both appear in the Abstract",When large transfers are made from one DDR head to another in order to correct the original classification in account the correction should be made by using plus debit or plus credit as the case may be.,None of the given,C ,,205.
"When the correction is in rectification of a misclassification in DDR heads of the previous year, it should be",by a plus debit or plus credit under the heads concerned,by a plus debit or minus credit under the heads concerned,by a plus debit or minus debit under the heads concerned,"by plus credit or minus credit under the heads concerned, without affecting the debits for the year",D ,,206.
Transfers affecting a DDR head should be made by new entries in the month of correction,need not be noted against the original entry in the Detail Book,need be noted against the original entry in the Detail Book,need be noted against the original entry in the Detail Book if the amount exceeds 100 rupees.,need be noted against the original entry in the Detail Book in all cases unless directed otherwise by the AG,A ,,207.
"State whether true or false When detailed statement of revenue is communicated, month by month, to the revenue controlling authority, particulars of correcting transfer made in the month's accounts should be given at the foot of such statement.",True,False,,,A ,,208.
The monthly volumes of the Combined Transfer Ledger and Abstract should be arranged in order of the months and bound into convenient volumes,at the end of each quarter,at the end of September,at the end of the year,any of the above as directed by the AG,C ,,209.
Pick the correct one,The State AG should maintain separate Journals in AC 26 and Ledgers for Central and State transactions in AC 27 and AC 29 respectively,"Ledger in AC 27 is maintained for Debt, Deposit and Remittance which are closed to Government","Ledger in AC 29 for Revenue, Expenditure, Capital, Debt, Deposit and Remittance heads which are closed to Balance",All of the above,A,,210.
Which of the following is not an account in the ledger i. Opening and Closing heads of Balances & Government ii. Revenue Receipt and Revenue Expenditure iii. DDR closed to Government iv. DDR closed to balance v. Personal account of Collector having accounts with the AG,"i. ii, iii and iv","i, ii, iii and v","i, ii, iv and v",All of the above,D ,,211.
Opening entries in Journal should be made by,Group head and with full detail which available with closing entries of the previous year,Group head and no need to enter full detail which available with closing entries of the previous year,Individual head and with full detail which available with closing entries of the previous year,Individual head and no need to enter full detail which available with closing entries of the previous year,B ,,212.
Pick the incorrect one,Journal entry for revenue receipt- Dr. Sundry Accountant Cr-Revenue Receipt & Sundry Account,Journal entry for expenditure- Dr. Service Expenditure & sundry Account Cr-Sundry Accountant,The entries to be journalised for the month of March should be based on the figures in the March supplementary account,None of the given,C ,,213.
"In monthly entries, the figures against Sundry Accountants should be taken from the Statement of Disbursers' Accounts for those against the",Revenue receipt & Sundry Account,Service Expenditure and Sundry accounts,Both A&B,DDR and Sundry accounts,A ,,214.
The figures against Service Expenditure and Sundry accounts should be taken from the,Statement of Disbursers' Accounts,Abstract of Major Head,Departmental Consolidated Abstract,Detail Book,B ,,215.
"The Ledger, for transactions under Revenue, Service and Capital heads should be posted monthly from the total of",Detail Book,Departmental Consolidated Abstract,Abstract of Major Head,Statement of Disbursers' Accounts,C ,,216.
"The Ledger, for transactions under Debt, Lom, Deposit, Suspense and Remittance heads should be posted monthly from the total of",Abstract of Major Head,Detail Book,Departmental Consolidated Abstract,Consolidated Abstract,D ,,217.
The object of the Ledger is to bring out,"the balances under the Debt, Loan, Deposit, Suspense and Remittance heads closed to Government","the balances under the Debt, Loan, Deposit, Suspense and Remittance heads other than those which are closed to Government","the balances under the Revenue Receipts, Service Expenditure, Capital Expenditure heads closed to Government","the balances under the Revenue Receipts, Service Expenditure, Capital Expenditure heads other than those which are closed to Government",B ,,218.
Pick the correct one,"The Revenue Receipts, Service Expenditure, Capital Expenditure should be posted by totals and the Debt Deposit and Remittance heads that are closed to Government should be posted by Major Head","Debt, Loan, Deposit, Suspense and Remittance heads which are closed to balance should be posted in detail o ledger heads",Both A&B,None of the given,C ,,219.
"Each prescribed minor and sub-detailed head under Debt, Loans, Deposit, Suspense and Remittance heads shall be a separate ledger head for",which close to balance,which close to Government,Both A&B,None of the given,A ,,220.
